S150mM,S150mM,S150mM,S150mM,S150mM
Deformation,Standard force,Standard travel,SG1,Test time
mm,N,mm,V,s
0.357617438,1199.530884,0.357617438,0,11.6
0.36098963,1219.023071,0.36098963,0,11.7
0.364306509,1238.288696,0.364306509,0,11.8
0.367711127,1257.109009,0.367711127,0,11.9
0.370932639,1275.093384,0.370932639,0,12
0.374367774,1294.866821,0.374367774,0,12.1
0.377589285,1313.335571,0.377589285,0,12.2
0.380929053,1331.343384,0.380929053,0,12.3
0.38420397,1348.898071,0.38420397,0,12.4
0.387488425,1366.765259,0.387488425,0,12.5
0.39085108,1385.280884,0.39085108,0,12.6
0.39416796,1403.132446,0.39416796,0,12.7
0.397442877,1420.413696,0.397442877,0,12.8
0.400738776,1437.960571,0.400738776,0,12.9
0.404143393,1456.616821,0.404143393,0,13
0.40746218,1473.851196,0.40746218,0,13.1
0.410876334,1491.726196,0.410876334,0,13.2
0.414171547,1508.574951,0.414171547,0,13.3
0.417576164,1525.192139,0.417576164,0,13.4
0.420894951,1542.481201,0.420894951,0,13.5
0.424309105,1559.809326,0.424309105,0,13.6
0.427625984,1576.309326,0.427625984,0,13.7
0.43092379,1594.059326,0.43092379,0,13.8
0.434305519,1611.465576,0.434305519,0,13.9
0.437624305,1628.246826,0.437624305,0,14
0.441027015,1645.176514,0.441027015,0,14.1
0.444269508,1661.590576,0.444269508,0,14.2
0.447662681,1678.340576,0.447662681,0,14.3
0.451013893,1694.715576,0.451013893,0,14.4
0.45435366,1710.332764,0.45435366,0,14.5
0.457617134,1725.512451,0.457617134,0,14.6
0.460977882,1741.879639,0.460977882,0,14.7
0.4642528,1756.895264,0.4642528,0,14.8
0.467645973,1772.332764,0.467645973,0,14.9
0.470909446,1787.356201,0.470909446,0,15
0.474130958,1801.582764,0.474130958,0,15.1
0.477491707,1817.410889,0.477491707,0,15.2
0.480852455,1832.903076,0.480852455,0,15.3
0.484171242,1847.871826,0.484171242,0,15.4
0.487457603,1862.489014,0.487457603,0,15.5
0.490774482,1877.418701,0.490774482,0,15.6
0.494125694,1892.434326,0.494125694,0,15.7
0.497560829,1907.465576,0.497560829,0,15.8
0.500847161,1921.715576,0.500847161,0,15.9
0.50416404,1936.723389,0.50416404,0,16
0.507610619,1952.293701,0.507610619,0,16.1
0.510864556,1965.801514,0.510864556,0,16.2
0.514290154,1979.817139,0.514290154,0,16.3
0.517544091,1993.512451,0.517544091,0,16.4
0.520916283,2007.278076,0.520916283,0,16.5
0.524309456,2022.746826,0.524309456,0,16.6
0.527744591,2036.621826,0.527744591,0,16.7
0.530998528,2049.387451,0.530998528,0,16.8
0.534294426,2062.887451,0.534294426,0,16.9
0.537731469,2077.637451,0.537731469,0,17
0.540983498,2090.481201,0.540983498,0,17.1
0.544281304,2103.590576,0.544281304,0,17.2
0.547598183,2116.270264,0.547598183,0,17.3
0.550970376,2130.153076,0.550970376,0,17.4
0.554245293,2142.699951,0.554245293,0,17.5
0.557585061,2154.848389,0.557585061,0,17.6
0.560838997,2166.801514,0.560838997,0,17.7
0.564199746,2179.668701,0.564199746,0,17.8
0.567451775,2193.098389,0.567451775,0,17.9
0.570856392,2205.707764,0.570856392,0,18
0.574175179,2217.887451,0.574175179,0,18.1
0.577352822,2229.301514,0.577352822,0,18.2
0.580800295,2242.27124,0.580800295,0,18.3
0.584128618,2254.67749,0.584128618,0,18.4
0.587531328,2267.154053,0.587531328,0,18.5
0.59081769,2280.943115,0.59081769,0,18.6
0.594199419,2293.654053,0.594199419,0,18.7
0.597550631,2305.966553,0.597550631,0,18.8
0.600953341,2318.67749,0.600953341,0,18.9
0.604251146,2330.130615,0.604251146,0,19
0.607547045,2342.232178,0.607547045,0,19.1
0.611037493,2354.575928,0.611037493,0,19.2
0.614300966,2365.880615,0.614300966,0,19.3
0.61762929,2377.61499,0.61762929,0,19.4
0.620980501,2389.638428,0.620980501,0,19.5
0.624318361,2401.27124,0.624318361,0,19.6
0.627681017,2412.575928,0.627681017,0,19.7
0.631051302,2424.169678,0.631051302,0,19.8
0.634284258,2434.786865,0.634284258,0,19.9
0.637601137,2446.599365,0.637601137,0,20
0.640961885,2457.169678,0.640961885,0,20.1
0.644292116,2467.435303,0.644292116,0,20.2
0.647523165,2477.618896,0.647523165,0,20.3
0.650830507,2487.220459,0.650830507,0,20.4
0.654158831,2497.775146,0.654158831,0,20.5
0.657498598,2508.704834,0.657498598,0,20.6
0.660817385,2519.17749,0.660817385,0,20.7
0.664027452,2528.939209,0.664027452,0,20.8
0.667474031,2540.204834,0.667474031,0,20.9
0.670760393,2550.568115,0.670760393,0,21
0.674184084,2561.013428,0.674184084,0,21.1
0.677535295,2571.89624,0.677535295,0,21.2
0.680831194,2581.763428,0.680831194,0,21.3
0.684256792,2591.810303,0.684256792,0,21.4
0.687649965,2601.724365,0.687649965,0,21.5
0.690913439,2610.888428,0.690913439,0,21.6
0.69424367,2621.404053,0.69424367,0,21.7
0.697636843,2631.579834,0.697636843,0,21.8
0.700965166,2641.099365,0.700965166,0,21.9
0.704358339,2651.61499,0.704358339,0,22
0.707600832,2660.439209,0.707600832,0,22.1
0.710929155,2669.806396,0.710929155,0,22.2
0.714366198,2680.099365,0.714366198,0,22.3
0.717715502,2689.154053,0.717715502,0,22.4
0.720978975,2697.638428,0.720978975,0,22.5
0.724276781,2706.443115,0.724276781,0,22.6
0.727669954,2714.931396,0.727669954,0,22.7
0.730944872,2723.61499,0.730944872,0,22.8
0.734284639,2732.943115,0.734284639,0,22.9
0.737429857,2741.072021,0.737429857,0,23
0.740811586,2750.11499,0.740811586,0,23.1
0.744183779,2758.868896,0.744183779,0,23.2
0.747522414,2767.306641,0.747522414,0,23.3
0.750787795,2775.439453,0.750787795,0,23.4
0.754095137,2784.337891,0.754095137,0,23.5
0.757497847,2794.048828,0.757497847,0,23.6
0.760870039,2804.091797,0.760870039,0,23.7
0.764230788,2813.634766,0.764230788,0,23.8
0.767484725,2822.017578,0.767484725,0,23.9
0.770952284,2831.474609,0.770952284,0,24
0.77425009,2839.486328,0.77425009,0,24.1
0.777599394,2848.701172,0.777599394,0,24.2
0.780918181,2856.771484,0.780918181,0,24.3
0.784225523,2864.923828,0.784225523,0,24.4
0.787616789,2873.947266,0.787616789,0,24.5
0.791032851,2882.447266,0.791032851,0,24.6
0.794296324,2890.134766,0.794296324,0,24.7
0.797603667,2898.080078,0.797603667,0,24.8
0.801050246,2906.556641,0.801050246,0,24.9
0.804357588,2914.263672,0.804357588,0,25
0.8077088,2922.025391,0.8077088,0,25.1
0.810972273,2929.103516,0.810972273,0,25.2
0.814247191,2936.908203,0.814247191,0,25.3
0.817575514,2944.501953,0.817575514,0,25.4
0.820968688,2952.033203,0.820968688,0,25.5
0.824169219,2958.994141,0.824169219,0,25.6
0.827529967,2966.669922,0.827529967,0,25.7
0.830879271,2974.220703,0.830879271,0,25.8
0.834177077,2981.779297,0.834177077,0,25.9
0.837514937,2989.103516,0.837514937,0,26
0.840726912,2996.025391,0.840726912,0,26.1
0.844120085,3004.728516,0.844120085,0,26.2
0.847513258,3011.927734,0.847513258,0,26.3
0.850862563,3019.115234,0.850862563,0,26.4
0.854148924,3026.302734,0.854148924,0,26.5
0.857584059,3034.935547,0.857584059,0,26.6
0.860944808,3041.583984,0.860944808,0,26.7
0.864317,3048.818359,0.864317,0,26.8
0.867603362,3056.119141,0.867603362,0,26.9
0.870910704,3062.275391,0.870910704,0,27
0.874324858,3069.962891,0.874324858,0,27.1
0.877641737,3076.513672,0.877641737,0,27.2
0.880981505,3083.119141,0.880981505,0,27.3
0.884300292,3089.669922,0.884300292,0,27.4
0.887638152,3097.541016,0.887638152,0,27.5
0.890977919,3104.615234,0.890977919,0,27.6
0.894403517,3111.474609,0.894403517,0,27.7
0.897625029,3117.216797,0.897625029,0,27.8
0.900932372,3123.697266,0.900932372,0,27.9
0.904346526,3130.556641,0.904346526,0,28
0.907600462,3137.564453,0.907600462,0,28.1
0.910907805,3143.351563,0.910907805,0,28.2
0.914139569,3149.449707,0.914139569,0,28.3
0.917500317,3155.887207,0.917500317,0,28.4
0.92080766,3162.523926,0.92080766,0,28.5
0.924189389,3169.586426,0.924189389,0,28.6
0.92745477,3176.55127,0.92745477,0,28.7
0.930804074,3184.297363,0.930804074,0,28.8
0.934132397,3191.293457,0.934132397,0,28.9
0.937472165,3198.133301,0.937472165,0,29
0.940844357,3205.387207,0.940844357,0,29.1
0.9441517,3211.660645,0.9441517,0,29.2
0.947609723,3218.109863,0.947609723,0,29.3
0.950938046,3224.621582,0.950938046,0,29.4
0.9542225,3230.77002,0.9542225,0,29.5
0.957541287,3236.189941,0.957541287,0,29.6
0.961031735,3242.916504,0.961031735,0,29.7
0.964283764,3248.027832,0.964283764,0,29.8
0.967720807,3255.004395,0.967720807,0,29.9
0.971007168,3260.430176,0.971007168,0,30
0.974291623,3265.715332,0.974291623,0,30.1
0.977705777,3272.58252,0.977705777,0,30.2
0.981045544,3278.594238,0.981045544,0,30.3
0.984257519,3284.369629,0.984257519,0,30.4
0.987595379,3290.162598,0.987595379,0,30.5
0.990956128,3295.492676,0.990956128,0,30.6
0.994221509,3300.518066,0.994221509,0,30.7
0.997624218,3306.002441,0.997624218,0,30.8
1.000803828,3310.877441,1.000803828,0,30.9
1.004185557,3316.705566,1.004185557,0,31
1.0074929,3322.467285,1.0074929,0,31.1
1.010800242,3328.111816,1.010800242,0,31.2
1.014096141,3333.354004,1.014096141,0,31.3
1.017447352,3339.146973,1.017447352,0,31.4
1.020829082,3344.88916,1.020829082,0,31.5
1.024178386,3350.791504,1.024178386,0,31.6
1.027485728,3356.498535,1.027485728,0,31.7
1.030793071,3361.42041,1.030793071,0,31.8
1.034272075,3367.600098,1.034272075,0,31.9
1.037558436,3372.377441,1.037558436,0,32
1.04095161,3377.713379,1.04095161,0,32.1
1.044279933,3383.381348,1.044279933,0,32.2
1.04759872,3388.125488,1.04759872,0,32.3
1.050948024,3393.256348,1.050948024,0,32.4
1.054362178,3398.572754,1.054362178,0,32.5
1.057606578,3402.891113,1.057606578,0,32.6
1.060902476,3408.496582,1.060902476,0,32.7
1.064370036,3413.656738,1.064370036,0,32.8
1.067665935,3417.67041,1.067665935,0,32.9
1.071059108,3422.490723,1.071059108,0,33
1.07428062,3426.965332,1.07428062,0,33.1
1.077685237,3432.467285,1.077685237,0,33.2
1.08095026,3437.559326,1.08095026,0,33.3
1.084299564,3442.108154,1.084299564,0,33.4
1.087530613,3445.873779,1.087530613,0,33.5
1.090807438,3450.672607,1.090807438,0,33.6
1.094210148,3457.203857,1.094210148,0,33.7
1.097452641,3461.791748,1.097452641,0,33.8
1.100845814,3467.229248,1.100845814,0,33.9
1.104046345,3471.110107,1.104046345,0,34
1.10748148,3476.55542,1.10748148,0,34.1
1.110832691,3481.821045,1.110832691,0,34.2
1.114193439,3486.772217,1.114193439,0,34.3
1.117500782,3491.80542,1.117500782,0,34.4
1.120914936,3496.571045,1.120914936,0,34.5
1.124254704,3500.656982,1.124254704,0,34.6
1.127594471,3505.260498,1.127594471,0,34.7
1.130932331,3509.319092,1.130932331,0,34.8
1.134239674,3512.735107,1.134239674,0,34.9
1.13762331,3517.895264,1.13762331,0,35
1.140984058,3522.168701,1.140984058,0,35.1
1.144300938,3526.002686,1.144300938,0,35.2
1.147640705,3529.627686,1.147640705,0,35.3
1.150969028,3533.539795,1.150969028,0,35.4
1.154299259,3537.936279,1.154299259,0,35.5
1.157680988,3541.721436,1.157680988,0,35.6
1.160976887,3544.58667,1.160976887,0,35.7
1.164251804,3548.239014,1.164251804,0,35.8
1.167677402,3552.481201,1.167677402,0,35.9
1.17088747,3555.667725,1.17088747,0,36
1.174206257,3559.406006,1.174206257,0,36.1
1.177492619,3562.351318,1.177492619,0,36.2
1.180841923,3565.689209,1.180841923,0,36.3
1.184191227,3569.224365,1.184191227,0,36.4
1.187563419,3572.99585,1.187563419,0,36.5
1.190773487,3576.031982,1.190773487,0,36.6
1.194092274,3579.612061,1.194092274,0,36.7
1.197506428,3583.358154,1.197506428,0,36.8
1.200771809,3587.340576,1.200771809,0,36.9
1.204153538,3590.694092,1.204153538,0,37
1.20752573,3593.546631,1.20752573,0,37.1
1.21092844,3597.202881,1.21092844,0,37.2
1.214256763,3600.062256,1.214256763,0,37.3
1.217586994,3602.522217,1.217586994,0,37.4
1.220861912,3604.501709,1.220861912,0,37.5
1.224308491,3607.341553,1.224308491,0,37.6
1.227583408,3610.720459,1.227583408,0,37.7
1.231018543,3613.699951,1.231018543,0,37.8
1.234283924,3615.911865,1.234283924,0,37.9
1.237621784,3617.77124,1.237621784,0,38
1.241058826,3621.210693,1.241058826,0,38.1
1.244408131,3623.797607,1.244408131,0,38.2
1.247662067,3626.697998,1.247662067,0,38.3
1.250936985,3628.816406,1.250936985,0,38.4
1.254330158,3630.879883,1.254330158,0,38.5
1.25755167,3632.966797,1.25755167,0,38.6
1.260965824,3635.71582,1.260965824,0,38.7
1.264208317,3637.084961,1.264208317,0,38.8
1.267483234,3639.73584,1.267483234,0,38.9
1.270876408,3643.090332,1.270876408,0,39
1.274141788,3645.08252,1.274141788,0,39.1
1.277426243,3646.564941,1.277426243,0,39.2
1.280809879,3648.653809,1.280809879,0,39.3
1.284084797,3650.919434,1.284084797,0,39.4
1.287487507,3652.653809,1.287487507,0,39.5
1.290924549,3654.345703,1.290924549,0,39.6
1.294134617,3654.757324,1.294134617,0,39.7
1.297560215,3656.716309,1.297560215,0,39.8
1.300932407,3658.159668,1.300932407,0,39.9
1.304281712,3658.636963,1.304281712,0,40
1.307610035,3659.452637,1.307610035,0,40.1
1.310884953,3659.738525,1.310884953,0,40.2
1.314301014,3660.586914,1.314301014,0,40.3
1.317671299,3661.828613,1.317671299,0,40.4
1.320969105,3661.808594,1.320969105,0,40.5
1.324253559,3661.362793,1.324253559,0,40.6
1.327679157,3662.229492,1.327679157,0,40.7
1.33092165,3661.72583,1.33092165,0,40.8
1.334314823,3662.191895,1.334314823,0,40.9
1.33769846,3661.76709,1.33769846,0,41
1.340961933,3660.946045,1.340961933,0,41.1
1.344322681,3661.085938,1.344322681,0,41.2
1.34768343,3660.297363,1.34768343,0,41.3
1.350883961,3658.36084,1.350883961,0,41.4
1.354137897,3657.445313,1.354137897,0,41.5
1.357531071,3657.016113,1.357531071,0,41.6
1.360826969,3655.908691,1.360826969,0,41.7
1.364220142,3655.294189,1.364220142,0,41.8
1.367462635,3653.332764,1.367462635,0,41.9
1.370790958,3652.28833,1.370790958,0,42
1.374151707,3651.936523,1.374151707,0,42.1
1.37754488,3651.161377,1.37754488,0,42.2
1.380840778,3649.375732,1.380840778,0,42.3
1.384224415,3647.618896,1.384224415,0,42.4
1.387520313,3645.484131,1.387520313,0,42.5
1.390892506,3643.286865,1.390892506,0,42.6
1.394295216,3641.094482,1.394295216,0,42.7
1.397560596,3638.368896,1.397560596,0,42.8
1.400974751,3636.730713,1.400974751,0,42.9
1.404346943,3633.887939,1.404346943,0,43
1.407707691,3630.44458,1.407707691,0,43.1
1.41102457,3627.38208,1.41102457,0,43.2
1.414310932,3624.482666,1.414310932,0,43.3
1.417671323,3622.228271,1.417671323,0,43.4
1.42101109,3620.047607,1.42101109,0,43.5
1.424286008,3616.375732,1.424286008,0,43.6
1.427614331,3613.151123,1.427614331,0,43.7
1.431018949,3610.769287,1.431018949,0,43.8
1.434261441,3607.359131,1.434261441,0,43.9
1.437589765,3604.100342,1.437589765,0,44
1.440822721,3599.772217,1.440822721,0,44.1
1.444118619,3595.721436,1.444118619,0,44.2
1.447490811,3591.887451,1.447490811,0,44.3
1.45087254,3588.569092,1.45087254,0,44.4
1.454126477,3583.360107,1.454126477,0,44.5
1.457466245,3578.865967,1.457466245,0,44.6
1.460847974,3574.719482,1.460847974,0,44.7
1.464122891,3569.678467,1.464122891,0,44.8
1.467504621,3565.266357,1.467504621,0,44.9
1.470823407,3559.715576,1.470823407,0,45
1.474184155,3554.631592,1.474184155,0,45.1
1.477588773,3549.225342,1.477588773,0,45.2
1.480970502,3543.432373,1.480970502,0,45.3
1.48424542,3536.947998,1.48424542,0,45.4
1.487638593,3532.209717,1.487638593,0,45.5
1.490966916,3525.932373,1.490966916,0,45.6
1.494360089,3520.084717,1.494360089,0,45.7
1.497646451,3513.885498,1.497646451,0,45.8
1.500888944,3507.612061,1.500888944,0,45.9
1.504388928,3502.319092,1.504388928,0,46
1.507684827,3495.791748,1.507684827,0,46.1
1.511024594,3489.346436,1.511024594,0,46.2
1.514278531,3482.666748,1.514278531,0,46.3
1.517692685,3476.338623,1.517692685,0,46.4
1.520967603,3469.311279,1.520967603,0,46.5
1.52430737,3462.588623,1.52430737,0,46.6
1.527582288,3455.264404,1.527582288,0,46.7
1.5308038,3448.969482,1.5308038,0,46.8
1.534217954,3443.033936,1.534217954,0,46.9
1.53747189,3435.655029,1.53747189,0,47
1.540800214,3428.455811,1.540800214,0,47.1
1.544086576,3421.229248,1.544086576,0,47.2
1.547447324,3414.987061,1.547447324,0,47.3
1.550787091,3408.580811,1.550787091,0,47.4
1.554180264,3401.033936,1.554180264,0,47.5
1.557541013,3392.494873,1.557541013,0,47.6
1.56088078,3384.951904,1.56088078,0,47.7
1.564306378,3377.658936,1.564306378,0,47.8
1.567634702,3371.080811,1.567634702,0,47.9
1.570974469,3362.975342,1.570974469,0,48
1.574270368,3354.733154,1.574270368,0,48.1
1.577610135,3347.205811,1.577610135,0,48.2
1.581024289,3340.139404,1.581024289,0,48.3
1.584332108,3332.663818,1.584332108,0,48.4
1.587584138,3325.054443,1.587584138,0,48.5
1.59102118,3319.906006,1.59102118,0,48.6
1.594275117,3312.460693,1.594275117,0,48.7
1.597742677,3305.398193,1.597742677,0,48.8
1.60100615,3297.695068,1.60100615,0,48.9
1.604227662,3289.913818,1.604227662,0,49
1.607641816,3283.175537,1.607641816,0,49.1
1.610949159,3276.097412,1.610949159,0,49.2
1.614203095,3268.948975,1.614203095,0,49.3
1.617445588,3260.80835,1.617445588,0,49.4
1.620892167,3253.835693,1.620892167,0,49.5
1.624146104,3245.925537,1.624146104,0,49.6
1.627497315,3239.05835,1.627497315,0,49.7
1.630793214,3231.738037,1.630793214,0,49.8
1.634100556,3224.6521,1.634100556,0,49.9
1.637526155,3218.609131,1.637526155,0,50
1.640907884,3211.68335,1.640907884,0,50.1
1.644129395,3204.80835,1.644129395,0,50.2
1.647501588,3198.136475,1.647501588,0,50.3
1.650894761,3192.366943,1.650894761,0,50.4
1.654255509,3185.366943,1.654255509,0,50.5
1.657583833,3178.894287,1.657583833,0,50.6
1.660870194,3171.24585,1.660870194,0,50.7
1.664284348,3165.363037,1.664284348,0,50.8
1.667612672,3159.27124,1.667612672,0,50.9
1.671017289,3152.564209,1.671017289,0,51
1.674280763,3146.357178,1.674280763,0,51.1
1.677641511,3140.298584,1.677641511,0,51.2
1.681046128,3134.888428,1.681046128,0,51.3
1.684342027,3128.976318,1.684342027,0,51.4
1.687691331,3122.581787,1.687691331,0,51.5
1.690880418,3116.171631,1.690880418,0,51.6
1.694326997,3110.507568,1.694326997,0,51.7
1.697634339,3104.796631,1.697634339,0,51.8
1.700888276,3098.5271,1.700888276,0,51.9
1.704207063,3092.081787,1.704207063,0,52
1.707523942,3085.99585,1.707523942,0,52.1
1.710852265,3080.226318,1.710852265,0,52.2
1.714182496,3075.767334,1.714182496,0,52.3
1.71746695,3069.734131,1.71746695,0,52.4
1.720720887,3063.68335,1.720720887,0,52.5
1.72417891,3058.716553,1.72417891,0,52.6
1.727474809,3052.962646,1.727474809,0,52.7
1.730900407,3048.74585,1.730900407,0,52.8
1.734207749,3043.025146,1.734207749,0,52.9
1.737524629,3036.943115,1.737524629,0,53
1.740908265,3031.570068,1.740908265,0,53.1
1.744322419,3025.609131,1.744322419,0,53.2
1.747576356,3019.327881,1.747576356,0,53.3
1.750925779,3014.366943,1.750925779,0,53.4
1.754330397,3009.431396,1.754330397,0,53.5
1.757679701,3004.304443,1.757679701,0,53.6
1.761030912,2999.263428,1.761030912,0,53.7
1.764219999,2993.157959,1.764219999,0,53.8
1.767676115,2988.62085,1.767676115,0,53.9
1.770973921,2983.466553,1.770973921,0,54
1.774344206,2977.726318,1.774344206,0,54.1
1.777619123,2971.480225,1.777619123,0,54.2
1.781023741,2965.43335,1.781023741,0,54.3
1.784298658,2958.80835,1.784298658,0,54.4
1.787647963,2952.781006,1.787647963,0,54.5
1.790901899,2945.804443,1.790901899,0,54.6
1.794090986,2938.394287,1.794090986,0,54.7
1.797528028,2932.613037,1.797528028,0,54.8
1.800791502,2926.031006,1.800791502,0,54.9
1.804119825,2920.24585,1.804119825,0,55
1.807417631,2913.679443,1.807417631,0,55.1
1.810820341,2907.335693,1.810820341,0,55.2
1.814192533,2901.187256,1.814192533,0,55.3
1.817564726,2895.241943,1.817564726,0,55.4
1.820816755,2888.49585,1.820816755,0,55.5
1.824200392,2882.140381,1.824200392,0,55.6
1.82762599,2876.472412,1.82762599,0,55.7
1.830868483,2870.2146,1.830868483,0,55.8
1.834271193,2864.572021,1.834271193,0,55.9
1.837525129,2858.282959,1.837525129,0,56
1.840962172,2852.765381,1.840962172,0,56.1
1.84432292,2847.128662,1.84432292,0,56.2
1.847693205,2841.503662,1.847693205,0,56.3
1.850958586,2835.769287,1.850958586,0,56.4
1.85430789,2831.015381,1.85430789,0,56.5
1.857636213,2825.314209,1.857636213,0,56.6
1.860987425,2820.300537,1.860987425,0,56.7
1.864336729,2814.798584,1.864336729,0,56.8
1.867590666,2809.306396,1.867590666,0,56.9
1.870930433,2805.698975,1.870930433,0,57
1.874291182,2800.607178,1.874291182,0,57.1
1.877577543,2795.122803,1.877577543,0,57.2
1.880820036,2789.314209,1.880820036,0,57.3
1.884190321,2784.937256,1.884190321,0,57.4
1.887455702,2780.003662,1.887455702,0,57.5
1.8908813,2776.955811,1.8908813,0,57.6
1.894144773,2771.885498,1.894144773,0,57.7
1.897419691,2766.893311,1.897419691,0,57.8
1.900889158,2763.64917,1.900889158,0,57.9
1.904164076,2759.182373,1.904164076,0,58
1.907534361,2755.156006,1.907534361,0,58.1
1.910809278,2752.312256,1.910809278,0,58.2
1.914267302,2748.156006,1.914267302,0,58.3
