Tbm1,Tbm1,Tbm1,Tbm1
Standard force,Standard travel,Grip to grip separation,Test time
N,mm,mm,s
79.90607452,0,65.01683879,0
79.91584015,0,65.01683879,0.1
79.87982178,0,65.01683879,0.2
79.87729645,0,65.01683879,0.305
79.87493896,0,65.01683879,0.405499998
79.86479187,0,65.01683879,0.505499998
79.83470917,0,65.01683879,0.605499998
79.77149963,0,65.01682805,0.705499998
79.78858185,0,65.01682805,0.805499998
85.81397247,0,65.01857685,0.905499998
101.353035,0,65.02180981,1.005499998
124.3920975,0.005,65.02655338,1.105499998
155.4858551,0.005,65.03308414,1.205499998
193.2706909,0.01,65.04106282,1.305499998
239.4581909,0.019974366,65.05109166,1.405499998
292.4581909,0.025,65.06271886,1.505499998
351.9894409,0.029999999,65.07603978,1.605499998
416.8019409,0.039999999,65.09081792,1.705499998
486.5831909,0.045000002,65.10715245,1.805499998
556.6456909,0.054974366,65.12368535,1.905499998
626.0519409,0.059999999,65.14024114,2.005499998
695.0519409,0.064999998,65.15710211,2.105499998
761.4894409,0.074974366,65.17365789,2.205499998
826.2394409,0.079999998,65.1903739,2.305499998
889.8331909,0.085000001,65.20707464,2.405499998
951.6144409,0.089999996,65.22360754,2.505499998
1013.020691,0.094999999,65.24040747,2.605499998
1072.708252,0.100000001,65.2571845,2.705499998
1130.145752,0.104999997,65.27375555,2.805499998
1181.145752,0.114974365,65.29035711,2.905499998
1223.364502,0.115000002,65.30679846,3.005499998
1275.052002,0.124999993,65.32361364,3.105499998
1332.208252,0.129999995,65.34057379,3.205499998
1387.552002,0.140000001,65.35715246,3.305499998
1442.270752,0.149974361,65.37382269,3.405499998
1495.927002,0.155000001,65.39027166,3.505499998
1549.520752,0.159999996,65.40680456,3.605499998
1602.895752,0.165000007,65.42374945,3.705499998
1654.927002,0.170000002,65.4404273,3.805499998
1706.052002,0.174999997,65.45715094,3.905499998
1757.145752,0.180000007,65.4736762,4.005499998
1807.583252,0.185000002,65.49022436,4.105499998
1859.145752,0.189999998,65.5071845,4.205499998
1909.958252,0.199999988,65.52374792,4.305499998
1959.739502,0.204999998,65.54028845,4.405499998
2009.020752,0.209999993,65.55705786,4.505499998
2057.427002,0.219999999,65.5735755,4.605499998
2106.333252,0.224999994,65.59042883,4.705499998
2155.208252,0.234974369,65.60716772,4.805499998
2203.489502,0.239999995,65.62378454,4.905499998
2250.927002,0.245000005,65.64050054,5.005499998
2297.583252,0.254999995,65.65679693,5.105499998
2344.958252,0.25999999,65.67352819,5.205499998
2393.458252,0.264999986,65.69052648,5.305499998
2439.645752,0.270000011,65.70720434,5.405499998
2486.395752,0.270000011,65.72383642,5.505499998
2532.427002,0.275000006,65.74036169,5.605499998
2578.677002,0.280000001,65.75686407,5.705499998
2625.520752,0.284999996,65.77374029,5.805499998
2671.520752,0.284999996,65.79038763,5.905499998
2716.677002,0.289999992,65.80706549,6.005499998
2761.677002,0.294999987,65.82378149,6.105499998
2805.989502,0.304974377,65.84023046,6.205499998
2852.265137,0.310000002,65.85711384,6.305499998
2898.108887,0.314999998,65.87383747,6.405499998
2942.952637,0.324999988,65.89036274,6.505499998
2987.858887,0.330000013,65.90698719,6.605499998
3032.171387,0.339974374,65.92354298,6.705499998
3076.952637,0.344974369,65.94035816,6.805499998
3121.765137,0.344999999,65.95724201,6.905499998
3165.390137,0.349999994,65.9737978,7.005499998
3208.671387,0.354999989,65.99052906,7.105499998
3252.202637,0.36497438,66.00695515,7.205499998
3296.358887,0.370000005,66.02347279,7.305499998
3341.077637,0.375,66.04041767,7.405499998
3384.483887,0.379999995,66.0571413,7.505499998
3427.452637,0.38499999,66.07384968,7.605499998
3470.421387,0.389999986,66.09036732,7.705499998
3513.546387,0.395000011,66.10689258,7.805499998
3557.233887,0.400000006,66.12376118,7.905499998
3599.890137,0.405000001,66.140378,8.005499998
3641.483887,0.409999996,66.15701771,8.105499998
3684.015137,0.419999987,66.17373371,8.205499998
3726.202637,0.425000012,66.19028187,8.305499998
3769.140137,0.430000007,66.20710468,8.405499998
3811.921387,0.439999998,66.22386646,8.505499998
3853.515137,0.444999993,66.24044514,8.605499998
3895.577637,0.454974353,66.25702381,8.705499998
3936.390137,0.460000008,66.27341938,8.805499998
3978.077637,0.465000004,66.29025745,8.905499998
4019.608887,0.469974369,66.30726337,9.005499998
4059.780762,0.474974364,66.32381153,9.105499998
4100.312012,0.479999989,66.3404665,9.205499998
4140.780762,0.484999985,66.35700703,9.305499998
4181.499512,0.485000014,66.37353229,9.405499998
4222.468262,0.49000001,66.390378,9.505499998
4262.421387,0.495000005,66.40703297,9.605499998
4301.749512,0.5,66.42381,9.705499998
4340.577637,0.504999995,66.44045734,9.805499998
4378.921387,0.50999999,66.45693684,9.905499998
4418.421387,0.514999986,66.47374439,10.0055
4457.171387,0.519999981,66.49046039,10.1055
4495.046387,0.524999976,66.50700855,10.2055
4533.312012,0.529999971,66.52371693,10.3055
4570.827637,0.535000026,66.54014301,10.4055
4608.999512,0.544974387,66.55708027,10.5055
4646.921387,0.545000017,66.57392597,10.6055
4683.468262,0.550000012,66.59045124,10.7055
4720.015137,0.560000002,66.60715961,10.8055
4755.671387,0.564999998,66.62349415,10.9055
4791.905762,0.564999998,66.64013386,11.0055
4828.593262,0.569999993,66.65713978,11.1055
4863.765137,0.579999983,66.67387104,11.2055
4898.57373,0.584974349,66.69043684,11.3055
4933.76123,0.584999979,66.70708418,11.4055
4968.620605,0.589999974,66.72363233,11.5055
5004.401855,0.595000029,66.74047804,11.6055
5038.714355,0.600000024,66.75692701,11.7055
5071.964355,0.605000019,66.7736659,11.8055
5104.41748,0.605000019,66.79047346,11.9055
5136.04248,0.610000014,66.80698347,12.0055
5167.995605,0.61500001,66.82373762,12.1055
5164.82373,0.620000005,66.84050703,12.2055
5160.76123,0.620000005,66.85710859,12.3055
5204.94873,0.620000005,66.87373304,12.4055
5245.13623,0.625,66.89010572,12.5055
5284.16748,0.629974365,66.90689802,12.6055
5321.85498,0.63497436,66.92391157,12.7055
5356.91748,0.639999986,66.94049787,12.8055
5391.339355,0.639999986,66.95717573,12.9055
5424.995605,0.644999981,66.97356367,13.0055
5458.464355,0.644999981,66.99014234,13.1055
5492.01123,0.649999976,67.00711775,13.2055
5524.10498,0.654999971,67.02378034,13.3055
5556.19873,0.654999971,67.04044294,13.4055
5587.63623,0.660000026,67.05702162,13.5055
5618.183105,0.665000021,67.07361555,13.6055
5649.683105,0.670000017,67.09051466,13.7055
5679.72998,0.675000012,67.10706282,13.8055
5708.97998,0.685000002,67.12359571,13.9055
5738.32373,0.689999998,67.14040327,14.0055
5767.808105,0.699999988,67.15692854,14.1055
5797.04248,0.704999983,67.17375135,14.2055
5826.51123,0.704999983,67.19045973,14.3055
5855.38623,0.704999983,67.20708418,14.4055
5884.10498,0.709999979,67.22376966,14.5055
5912.10498,0.709999979,67.24014234,14.6055
5940.214355,0.709999979,67.25681257,14.7055
5968.870605,0.714999974,67.27390242,14.8055
5995.54248,0.720000029,67.2905345,14.9055
6023.433105,0.725000024,67.30718946,15.0055
6050.651855,0.735000014,67.32368421,15.1055
6078.433105,0.74000001,67.34016371,15.2055
6107.26123,0.745000005,67.35707045,15.3055
6135.04248,0.75,67.37371015,15.4055
6162.91748,0.754999995,67.3904109,15.5055
6190.57373,0.75999999,67.40710401,15.6055
6217.76123,0.764999986,67.42362165,15.7055
6245.620605,0.764999986,67.44047499,15.8055
6272.808105,0.769999981,67.45720625,15.9055
6299.85498,0.779999971,67.47365522,16.0055
6327.495605,0.779999971,67.49027967,16.1055
