Non-bionmin S2,Non-bionmin S2,Non-bionmin S2,Non-bionmin S2,Non-bionmin S2
Deformation,Standard force,Standard travel,SG1,Test time
mm,N,mm,V,s
0.76514411,2927.992676,0.76514411,0,23.8
0.768468499,2936.421143,0.768468499,0,23.9
0.771792233,2944.769531,0.771792233,0,24
0.775122583,2952.94458,0.775122583,0,24.1
0.77846396,2961.670654,0.77846396,0,24.2
0.781802297,2970.580566,0.781802297,0,24.3
0.785100877,2978.948242,0.785100877,0,24.4
0.788429677,2987.144043,0.788429677,0,24.5
0.791766047,2995.452148,0.791766047,0,24.6
0.795087337,3003.570801,0.795087337,0,24.7
0.798432887,3011.768799,0.798432887,0,24.8
0.80178082,3020.264404,0.80178082,0,24.9
0.805102348,3028.420898,0.805102348,0,25
0.808423936,3036.547363,0.808423936,0,25.1
0.811754465,3044.500732,0.811754465,0,25.2
0.815100431,3052.280762,0.815100431,0,25.3
0.818433642,3060.357666,0.818433642,0,25.4
0.821768641,3068.532471,0.821768641,0,25.5
0.825113952,3077.067383,0.825113952,0,25.6
0.828448474,3085.118896,0.828448474,0,25.7
0.831780314,3092.818604,0.831780314,0,25.8
0.835119426,3100.167969,0.835119426,0,25.9
0.838458896,3107.692871,0.838458896,0,26
0.84179312,3115.114746,0.84179312,0,26.1
0.84511137,3122.834961,0.84511137,0,26.2
0.84843576,3130.567383,0.84843576,0,26.3
0.851760507,3138.151855,0.851760507,0,26.4
0.855110824,3145.353516,0.855110824,0,26.5
0.858452082,3152.325684,0.858452082,0,26.6
0.861775041,3159.125,0.861775041,0,26.7
0.865111172,3166.123779,0.865111172,0,26.8
0.868449509,3173.101074,0.868449509,0,26.9
0.871771872,3180.375244,0.871771872,0,27
0.875093341,3187.440918,0.875093341,0,27.1
0.878426015,3193.981934,0.878426015,0,27.2
0.881756365,3200.832031,0.881756365,0,27.3
0.885089636,3207.680176,0.885089636,0,27.4
0.888430357,3214.370361,0.888430357,0,27.5
0.891760051,3221.38501,0.891760051,0,27.6
0.895093024,3228.385986,0.895093024,0,27.7
0.898443162,3235.093262,0.898443162,0,27.8
0.901777089,3241.452637,0.901777089,0,27.9
0.905118406,3247.861816,0.905118406,0,28
0.90844804,3253.975098,0.90844804,0,28.1
0.911785603,3260.121582,0.911785603,0,28.2
0.91511184,3266.557129,0.91511184,0,28.3
0.918453515,3273.260986,0.918453515,0,28.4
0.921792269,3279.786621,0.921792269,0,28.5
0.925133169,3286.160156,0.925133169,0,28.6
0.928461194,3292.407227,0.928461194,0,28.7
0.931795299,3298.447266,0.931795299,0,28.8
0.935113609,3304.616943,0.935113609,0,28.9
0.938441396,3311.307861,0.938441396,0,29
0.941782236,3317.947754,0.941782236,0,29.1
0.94510603,3324.19751,0.94510603,0,29.2
0.948436022,3329.980713,0.948436022,0,29.3
0.951761544,3335.514404,0.951761544,0,29.4
0.95508945,3340.906738,0.95508945,0,29.5
0.958424628,3346.243408,0.958424628,0,29.6
0.961761296,3352.201172,0.961761296,0,29.7
0.965103149,3358.522705,0.965103149,0,29.8
0.968417227,3364.261719,0.968417227,0,29.9
0.97176528,3370.203857,0.97176528,0,30
0.975095034,3376.113525,0.975095034,0,30.1
0.97844094,3381.645996,0.97844094,0,30.2
0.981790304,3387.238281,0.981790304,0,30.3
0.985132456,3393.040039,0.985132456,0,30.4
0.988474965,3398.615479,0.988474965,0,30.5
0.991805255,3403.996582,0.991805255,0,30.6
0.995123208,3409.202637,0.995123208,0,30.7
0.998451531,3414.023193,0.998451531,0,30.8
1.001780629,3418.63916,1.001780629,0,30.9
1.005116582,3423.303223,1.005116582,0,31
1.008434772,3428.27002,1.008434772,0,31.1
1.011765957,3433.123047,1.011765957,0,31.2
1.015089869,3437.476807,1.015089869,0,31.3
1.01842761,3442.174805,1.01842761,0,31.4
1.021765351,3447.146729,1.021765351,0,31.5
1.025102973,3451.909668,1.025102973,0,31.6
1.028433681,3456.981201,1.028433681,0,31.7
1.031759143,3462.357178,1.031759143,0,31.8
1.035081029,3467.01416,1.035081029,0,31.9
1.038416386,3471.049805,1.038416386,0,32
1.041760206,3475.230957,1.041760206,0,32.1
1.045109868,3479.516846,1.045109868,0,32.2
1.048464179,3483.782959,1.048464179,0,32.3
1.051799178,3488.074463,1.051799178,0,32.4
1.055140495,3492.277588,1.055140495,0,32.5
1.058457851,3495.963867,1.058457851,0,32.6
1.061801195,3499.011963,1.061801195,0,32.7
1.065122724,3502.338623,1.065122724,0,32.8
1.068453074,3505.67749,1.068453074,0,32.9
1.071785569,3509.185547,1.071785569,0,33
1.075129747,3512.973633,1.075129747,0,33.1
1.078458071,3516.67749,1.078458071,0,33.2
1.08178401,3519.910156,1.08178401,0,33.3
1.085119724,3522.723145,1.085119724,0,33.4
1.088442683,3525.346436,1.088442683,0,33.5
1.091774225,3528.078857,1.091774225,0,33.6
1.09508419,3530.598389,1.09508419,0,33.7
1.09842205,3533.445801,1.09842205,0,33.8
1.101754189,3536.27002,1.101754189,0,33.9
1.10509944,3538.52417,1.10509944,0,34
1.108430743,3540.385498,1.108430743,0,34.1
1.111765146,3542.20752,1.111765146,0,34.2
1.11510551,3544.134277,1.11510551,0,34.3
1.118447304,3546.352539,1.118447304,0,34.4
1.121796608,3548.492188,1.121796608,0,34.5
1.12511754,3550.415283,1.12511754,0,34.6
1.128454924,3551.669678,1.128454924,0,34.7
1.131800294,3552.717041,1.131800294,0,34.8
1.135117412,3553.701904,1.135117412,0,34.9
1.138451695,3554.596436,1.138451695,0,35
1.141789556,3555.308105,1.141789556,0,35.1
1.145131469,3556.258301,1.145131469,0,35.2
1.148438692,3556.813232,1.148438692,0,35.3
1.15178299,3556.638428,1.15178299,0,35.4
1.155101418,3556.480225,1.155101418,0,35.5
1.15842402,3556.169189,1.15842402,0,35.6
1.161759138,3555.565674,1.161759138,0,35.7
1.165104747,3555.054199,1.165104747,0,35.8
1.168449283,3554.540283,1.168449283,0,35.9
1.171775699,3553.522217,1.171775699,0,36
1.175107598,3552.070068,1.175107598,0,36.1
1.178433418,3550.175781,1.178433418,0,36.2
1.181778312,3547.870361,1.181778312,0,36.3
1.185096025,3545.337891,1.185096025,0,36.4
1.188438892,3542.807861,1.188438892,0,36.5
1.191779256,3540.298096,1.191779256,0,36.6
1.195107341,3537.324463,1.195107341,0,36.7
1.198455095,3533.883057,1.198455095,0,36.8
1.201801419,3530.406494,1.201801419,0,36.9
1.20514524,3526.496582,1.20514524,0,37
1.208474636,3522.306641,1.208474636,0,37.1
1.211799026,3518.094482,1.211799026,0,37.2
1.215098977,3513.660645,1.215098977,0,37.3
1.21843791,3508.963623,1.21843791,0,37.4
1.221779585,3503.699951,1.221779585,0,37.5
1.225122333,3498.150879,1.225122333,0,37.6
1.228452921,3492.188965,1.228452921,0,37.7
1.231796622,3485.742188,1.231796622,0,37.8
1.235114932,3479.344238,1.235114932,0,37.9
1.238453746,3472.864014,1.238453746,0,38
1.241774559,3465.756104,1.241774559,0,38.1
1.245103955,3458.426514,1.245103955,0,38.2
1.248431802,3451.00415,1.248431802,0,38.3
1.251769185,3443.148926,1.251769185,0,38.4
1.255089879,3435.226318,1.255089879,0,38.5
1.258428335,3427.21582,1.258428335,0,38.6
1.261757612,3418.766113,1.261757612,0,38.7
1.265117049,3409.8479,1.265117049,0,38.8
1.268457651,3400.322998,1.268457651,0,38.9
1.27178216,3390.449463,1.27178216,0,39
1.275110722,3380.58667,1.275110722,0,39.1
1.278446436,3370.869385,1.278446436,0,39.2
1.28177309,3361.350586,1.28177309,0,39.3
1.285126328,3351.713379,1.285126328,0,39.4
1.288464546,3341.39624,1.288464546,0,39.5
1.291808367,3331.031494,1.291808367,0,39.6
1.295134306,3320.392334,1.295134306,0,39.7
1.298452616,3309.5896,1.298452616,0,39.8
1.301774621,3299.026123,1.301774621,0,39.9
1.305108905,3288.611572,1.305108905,0,40
1.308436394,3277.885254,1.308436394,0,40.1
1.311772108,3266.932129,1.311772108,0,40.2
1.315099478,3255.694336,1.315099478,0,40.3
