BIOMIN Stir3,BIOMIN Stir3,BIOMIN Stir3,BIOMIN Stir3,BIOMIN Stir3
Deformation,Standard force,Standard travel,SG1,Test time
mm,N,mm,V,s
0.838115513,3279.143066,0.838115513,0,26
0.841444492,3286.883057,0.841444492,0,26.1
0.8447721,3294.890625,0.8447721,0,26.2
0.848121047,3303.191895,0.848121047,0,26.3
0.85145551,3311.735107,0.85145551,0,26.4
0.854790092,3320.102539,0.854790092,0,26.5
0.85812813,3328.061035,0.85812813,0,26.6
0.861464441,3335.716064,0.861464441,0,26.7
0.864776313,3343.227783,0.864776313,0,26.8
0.868111789,3350.737549,0.868111789,0,26.9
0.871448874,3358.418945,0.871448874,0,27
0.874784589,3366.37793,0.874784589,0,27.1
0.87812084,3374.227051,0.87812084,0,27.2
0.881431699,3381.449463,0.881431699,0,27.3
0.884764314,3388.72998,0.884764314,0,27.4
0.888091743,3396.118164,0.888091743,0,27.5
0.891419888,3403.43335,0.891419888,0,27.6
0.894762814,3411.111084,0.894762814,0,27.7
0.898111224,3418.925293,0.898111224,0,27.8
0.901449025,3426.544678,0.901449025,0,27.9
0.904766977,3433.87085,0.904766977,0,28
0.908104002,3440.993652,0.908104002,0,28.1
0.911436498,3447.885986,0.911436498,0,28.2
0.914755642,3454.695801,0.914755642,0,28.3
0.91810298,3461.764404,0.91810298,0,28.4
0.921460271,3469.262207,0.921460271,0,28.5
0.924791515,3476.687012,0.924791515,0,28.6
0.92812109,3483.697998,0.92812109,0,28.7
0.931463718,3490.700439,0.931463718,0,28.8
0.934802711,3497.62207,0.934802711,0,28.9
0.938131273,3504.381104,0.938131273,0,29
0.941461146,3511.378906,0.941461146,0,29.1
0.944775343,3518.480469,0.944775343,0,29.2
0.948099852,3525.381348,0.948099852,0,29.3
0.951444805,3532.185547,0.951444805,0,29.4
0.954780221,3538.800781,0.954780221,0,29.5
0.958124161,3545.399658,0.958124161,0,29.6
0.961446583,3551.897217,0.961446583,0,29.7
0.964785933,3558.60376,0.964785933,0,29.8
0.968106329,3565.372314,0.968106329,0,29.9
0.971439302,3571.747314,0.971439302,0,30
0.974764884,3578.12915,0.974764884,0,30.1
0.978101134,3584.661133,0.978101134,0,30.2
0.981442392,3591.150879,0.981442392,0,30.3
0.984766901,3597.788818,0.984766901,0,30.4
0.988095582,3604.737549,0.988095582,0,30.5
0.991449594,3611.594727,0.991449594,0,30.6
0.994794726,3618.04834,0.994794726,0,30.7
0.998131871,3624.144531,0.998131871,0,30.8
1.001444101,3630.053223,1.001444101,0,30.9
1.004770637,3636.042969,1.004770637,0,31
1.008111596,3642.313477,1.008111596,0,31.1
1.011442304,3648.964844,1.011442304,0,31.2
1.014790654,3655.522705,1.014790654,0,31.3
1.018115759,3661.76123,1.018115759,0,31.4
1.021479726,3667.833008,1.021479726,0,31.5
1.024800897,3673.912842,1.024800897,0,31.6
1.028131962,3680.182861,1.028131962,0,31.7
1.031452537,3686.740479,1.031452537,0,31.8
1.034766078,3693.41748,1.034766078,0,31.9
1.038097501,3699.591064,1.038097501,0,32
1.041441679,3705.415771,1.041441679,0,32.1
1.044773459,3711.071533,1.044773459,0,32.2
1.048096776,3716.780273,1.048096776,0,32.3
1.051438451,3722.647705,1.051438451,0,32.4
1.054783821,3728.64624,1.054783821,0,32.5
1.058104277,3734.641113,1.058104277,0,32.6
1.061418176,3740.269531,1.061418176,0,32.7
1.064759254,3745.584961,1.064759254,0,32.8
1.068096399,3751.05127,1.068096399,0,32.9
1.071436048,3756.626953,1.071436048,0,33
1.074783683,3762.317139,1.074783683,0,33.1
1.078131795,3768.359863,1.078131795,0,33.2
1.081484079,3774.337646,1.081484079,0,33.3
1.084816575,3779.857178,1.084816575,0,33.4
1.088129878,3784.975586,1.088129878,0,33.5
1.091457009,3790.04541,1.091457009,0,33.6
1.094777346,3795.241943,1.094777346,0,33.7
1.09811604,3800.570313,1.09811604,0,33.8
1.101451039,3806.178711,1.101451039,0,33.9
1.10479629,3811.92334,1.10479629,0,34
1.108107924,3817.130859,1.108107924,0,34.1
1.111438155,3822.237793,1.111438155,0,34.2
1.114768386,3827.377197,1.114768386,0,34.3
1.118097782,3832.365479,1.118097782,0,34.4
1.12141943,3837.494141,1.12141943,0,34.5
1.124723554,3842.592529,1.124723554,0,34.6
1.128062963,3847.909424,1.128062963,0,34.7
1.131401539,3853.031738,1.131401539,0,34.8
1.134748459,3858.134033,1.134748459,0,34.9
1.138100505,3863.133789,1.138100505,0,35
1.141456008,3868.447266,1.141456008,0,35.1
1.144799709,3873.452393,1.144799709,0,35.2
1.148110986,3878.421875,1.148110986,0,35.3
1.151458859,3883.596436,1.151458859,0,35.4
1.154800057,3888.652588,1.154800057,0,35.5
1.158115745,3893.807373,1.158115745,0,35.6
1.16147697,3899.181641,1.16147697,0,35.7
1.164794087,3904.44458,1.164794087,0,35.8
1.168104887,3909.641846,1.168104887,0,35.9
1.171443224,3915.095215,1.171443224,0,36
1.174769878,3920.154297,1.174769878,0,36.1
1.178111911,3925.061523,1.178111911,0,36.2
1.181442976,3929.956299,1.181442976,0,36.3
1.184752464,3934.756592,1.184752464,0,36.4
1.188073993,3939.471924,1.188073993,0,36.5
1.19140923,3944.424316,1.19140923,0,36.6
1.194749594,3949.672607,1.194749594,0,36.7
1.198094487,3954.80957,1.198094487,0,36.8
1.201447606,3959.64624,1.201447606,0,36.9
1.204774141,3964.424805,1.204774141,0,37
1.208097339,3969.047363,1.208097339,0,37.1
1.211436868,3973.701416,1.211436868,0,37.2
1.214778662,3978.827637,1.214778662,0,37.3
1.218129516,3984.006836,1.218129516,0,37.4
1.221469879,3988.781738,1.221469879,0,37.5
1.224797368,3993.26416,1.224797368,0,37.6
1.228131652,3997.468506,1.228131652,0,37.7
1.231460571,4001.686035,1.231460571,0,37.8
1.234778047,4005.896973,1.234778047,0,37.9
1.238116264,4010.518311,1.238116264,0,38
1.241453171,4015.295166,1.241453171,0,38.1
1.244776249,4019.704346,1.244776249,0,38.2
1.248100996,4023.881348,1.248100996,0,38.3
1.251423955,4028.209229,1.251423955,0,38.4
1.254772544,4032.567139,1.254772544,0,38.5
1.25810802,4037.10791,1.25810802,0,38.6
1.261448622,4041.945557,1.261448622,0,38.7
1.264775395,4046.611328,1.264775395,0,38.8
1.26809907,4050.914063,1.26809907,0,38.9
1.271423936,4054.974854,1.271423936,0,39
1.274772286,4059.03833,1.274772286,0,39.1
1.278110504,4063.268311,1.278110504,0,39.2
1.281442642,4067.576904,1.281442642,0,39.3
1.284774065,4072.157471,1.284774065,0,39.4
1.288121819,4076.660889,1.288121819,0,39.5
1.291461587,4080.643799,1.291461587,0,39.6
1.294785738,4084.544434,1.294785738,0,39.7
1.298121333,4088.448975,1.298121333,0,39.8
1.301453114,4092.433838,1.301453114,0,39.9
1.304778337,4096.631348,1.304778337,0,40
1.308101654,4101.09668,1.308101654,0,40.1
1.311433077,4105.399414,1.311433077,0,40.2
1.314766645,4109.477051,1.314766645,0,40.3
1.318125248,4113.452637,1.318125248,0,40.4
1.321453571,4117.297852,1.321453571,0,40.5
1.324786782,4121.316895,1.324786782,0,40.6
1.328119397,4125.42334,1.328119397,0,40.7
1.331445932,4129.751953,1.331445932,0,40.8
1.334761262,4133.788086,1.334761262,0,40.9
1.33810699,4137.432129,1.33810699,0,41
1.341455102,4141.262695,1.341455102,0,41.1
1.3447752,4145.068359,1.3447752,0,41.2
1.348108649,4148.736816,1.348108649,0,41.3
1.351417542,4152.682129,1.351417542,0,41.4
1.354765654,4156.84668,1.354765654,0,41.5
1.358111024,4160.682129,1.358111024,0,41.6
1.361462831,4164.217773,1.361462831,0,41.7
1.36480248,4167.594238,1.36480248,0,41.8
1.368121743,4170.899902,1.368121743,0,41.9
1.371454358,4174.233398,1.371454358,0,42
1.374793768,4177.700684,1.374793768,0,42.1
1.378133297,4181.424805,1.378133297,0,42.2
1.381462336,4184.880371,1.381462336,0,42.3
1.384797931,4188.077148,1.384797931,0,42.4
1.388140559,4191.338867,1.388140559,0,42.5
1.391458273,4194.504883,1.391458273,0,42.6
1.394794822,4197.679199,1.394794822,0,42.7
1.39812088,4201.150391,1.39812088,0,42.8
1.401458383,4204.662109,1.401458383,0,42.9
1.404793382,4207.972168,1.404793382,0,43
1.40810585,4210.995117,1.40810585,0,43.1
1.411434293,4213.76123,1.411434293,0,43.2
1.414761662,4216.51123,1.414761662,0,43.3
1.418104649,4219.320313,1.418104649,0,43.4
1.421447754,4222.398438,1.421447754,0,43.5
1.424770951,4225.624023,1.424770951,0,43.6
1.42810905,4228.490723,1.42810905,0,43.7
1.431441784,4231.274414,1.431441784,0,43.8
1.434780002,4234.01416,1.434780002,0,43.9
1.438126922,4236.535156,1.438126922,0,44
1.441480637,4239.317871,1.441480637,0,44.1
1.444805741,4242.337402,1.444805741,0,44.2
1.448140383,4245.055176,1.448140383,0,44.3
1.451451778,4247.424316,1.451451778,0,44.4
1.454794645,4249.62207,1.454794645,0,44.5
1.45812428,4251.729492,1.45812428,0,44.6
1.461455226,4253.720215,1.461455226,0,44.7
1.464793801,4255.824219,1.464793801,0,44.8
1.468108416,4258.053223,1.468108416,0,44.9
1.47144258,4260.241699,1.47144258,0,45
1.474762201,4262.01123,1.474762201,0,45.1
1.478091359,4263.692383,1.478091359,0,45.2
1.481436253,4265.48291,1.481436253,0,45.3
1.484771013,4267.27002,1.484771013,0,45.4
1.488089323,4269.254395,1.488089323,0,45.5
1.491428971,4271.258301,1.491428971,0,45.6
1.494759798,4272.768555,1.494759798,0,45.7
1.498087883,4273.958984,1.498087883,0,45.8
1.501429319,4274.968262,1.501429319,0,45.9
1.504788399,4275.883301,1.504788399,0,46
1.508118868,4276.576172,1.508118868,0,46.1
1.511472225,4277.431152,1.511472225,0,46.2
1.514812112,4278.394531,1.514812112,0,46.3
1.518136144,4278.882813,1.518136144,0,46.4
1.52146852,4279.03418,1.52146852,0,46.5
1.524794102,4279.06543,1.524794102,0,46.6
1.528117895,4278.991699,1.528117895,0,46.7
1.531450868,4279.053223,1.531450868,0,46.8
1.534789801,4279.342773,1.534789801,0,46.9
1.538114905,4279.394043,1.538114905,0,47
1.541453362,4278.945313,1.541453362,0,47.1
1.54478848,4278.006348,1.54478848,0,47.2
1.548115134,4276.822266,1.548115134,0,47.3
1.551433921,4275.523438,1.551433921,0,47.4
1.554764867,4274.154297,1.554764867,0,47.5
1.558080077,4273.027832,1.558080077,0,47.6
