C2,C2,C2,C2,C2
Deformation,Standard force,Standard travel,SG1,Test time
mm,N,mm,V,s
1.560665607,2460.870117,1.560665607,-10.62794781,47.7
1.563997984,2452.782715,1.563997984,-10.62794781,47.8
1.56732142,2444.532959,1.56732142,-10.62794781,47.9
1.570640087,2436.075684,1.570640087,-10.62794781,48
1.573971152,2427.719727,1.573971152,-10.62794781,48.1
1.577309489,2419.470459,1.577309489,-10.62794781,48.2
1.580649614,2411.223633,1.580649614,-10.62794781,48.3
1.583979249,2403.268311,1.583979249,-10.62794781,48.4
1.587302804,2395.36792,1.587302804,-10.62794781,48.5
1.590676665,2387.346924,1.590676665,-10.62794781,48.6
1.594007015,2379.117188,1.594007015,-10.62794781,48.7
1.597346067,2370.621338,1.597346067,-10.62794781,48.8
1.600657463,2362.136719,1.600657463,-10.62794781,48.9
1.603995442,2353.801758,1.603995442,-10.62794781,49
1.607324123,2345.704834,1.607324123,-10.62794781,49.1
1.610664964,2337.932617,1.610664964,-10.62794781,49.2
1.613998055,2329.89209,1.613998055,-10.62794781,49.3
1.617347479,2321.71875,1.617347479,-10.62794781,49.4
1.620676756,2313.536865,1.620676756,-10.62794781,49.5
1.62400496,2305.283691,1.62400496,-10.62794781,49.6
1.627331734,2297.152832,1.627331734,-10.62794781,49.7
1.630650163,2289.289307,1.630650163,-10.62794781,49.8
1.633988142,2281.371826,1.633988142,-10.62794781,49.9
1.6373142,2273.088379,1.6373142,-10.62794781,50
1.640644193,2264.500244,1.640644193,-10.62794781,50.1
1.643982887,2255.783447,1.643982887,-10.62794781,50.2
1.647301078,2247.168945,1.647301078,-10.62794781,50.3
1.650645852,2238.780762,1.650645852,-10.62794781,50.4
1.653998733,2230.635498,1.653998733,-10.62794781,50.5
1.657310963,2222.370361,1.657310963,-10.62794781,50.6
1.660647273,2213.842285,1.660647273,-10.62794781,50.7
1.663982272,2205.286621,1.663982272,-10.62794781,50.8
1.667306542,2196.805908,1.667306542,-10.62794781,50.9
1.670654774,2188.412842,1.670654774,-10.62794781,51
1.674005866,2180.22168,1.674005866,-10.62794781,51.1
1.677363157,2172.371094,1.677363157,-10.62794781,51.2
1.680694342,2164.190918,1.680694342,-10.62794781,51.3
1.684030771,2155.71875,1.684030771,-10.62794781,51.4
1.687334299,2147.173584,1.687334299,-10.62794781,51.5
1.690664887,2138.731934,1.690664887,-10.62794781,51.6
1.69400847,2130.512939,1.69400847,-10.62794781,51.7
1.697347879,2122.444336,1.697347879,-10.62794781,51.8
1.700686932,2114.750488,1.700686932,-10.62794781,51.9
1.704003692,2107.050049,1.704003692,-10.62794781,52
1.707336783,2099.140137,1.707336783,-10.62794781,52.1
1.710666418,2091.378662,1.710666418,-10.62794781,52.2
1.714017153,2083.650635,1.714017153,-10.62794781,52.3
1.717317343,2075.94043,1.717317343,-10.62794781,52.4
1.720642328,2068.616455,1.720642328,-10.62794781,52.5
1.723971486,2061.437256,1.723971486,-10.62794781,52.6
1.727313638,2054.195313,1.727313638,-10.62794781,52.7
1.730634689,2046.900391,1.730634689,-10.62794781,52.8
1.733986855,2039.74939,1.733986855,-10.62794781,52.9
1.737337589,2032.732544,1.737337589,-10.62794781,53
1.740696907,2025.74353,1.740696907,-10.62794781,53.1
1.744017363,2018.894531,1.744017363,-10.62794781,53.2
1.747342467,2012.3573,1.747342467,-10.62794781,53.3
1.750680327,2005.863525,1.750680327,-10.62794781,53.4
1.754009247,1999.21167,1.754009247,-10.62794781,53.5
1.757337093,1992.752319,1.757337093,-10.62794781,53.6
1.760682702,1986.293457,1.760682702,-10.62794781,53.7
1.764003038,1980.028687,1.764003038,-10.62794781,53.8
1.767342448,1974.141968,1.767342448,-10.62794781,53.9
1.770672679,1968.375977,1.770672679,-10.62794781,54
1.773995876,1962.553833,1.773995876,-10.62794781,54.1
1.777325034,1956.71814,1.777325034,-10.62794781,54.2
1.780655026,1950.786011,1.780655026,-10.62794781,54.3
1.783975601,1945.033936,1.783975601,-10.62794781,54.4
1.787299275,1939.352417,1.787299275,-10.62794781,54.5
1.790635705,1934.015503,1.790635705,-10.62794781,54.6
1.79397583,1928.85083,1.79397583,-10.62794781,54.7
1.797313571,1923.610718,1.797313571,-10.62794781,54.8
1.800657034,1918.297607,1.800657034,-10.62794781,54.9
1.803988099,1913.055542,1.803988099,-10.62794781,55
1.807313085,1907.822144,1.807313085,-10.62794781,55.1
1.810658097,1902.848022,1.810658097,-10.62794781,55.2
1.814012527,1898.162476,1.814012527,-10.62794781,55.3
1.817344785,1893.441406,1.817344785,-10.62794781,55.4
1.82068181,1888.549927,1.82068181,-10.62794781,55.5
1.824015379,1883.592041,1.824015379,-10.62794781,55.6
1.827350497,1878.634399,1.827350497,-10.62794781,55.7
1.830668688,1873.735107,1.830668688,-10.62794781,55.8
1.833994865,1868.951416,1.833994865,-10.62794781,55.9
1.837332487,1864.491943,1.837332487,-10.62794781,56
1.840681195,1860.067017,1.840681195,-10.62794781,56.1
1.843993545,1855.351074,1.843993545,-10.62794781,56.2
1.847324967,1850.733643,1.847324967,-10.62794781,56.3
1.850651383,1846.31189,1.850651383,-10.62794781,56.4
1.853986144,1841.943115,1.853986144,-10.62794781,56.5
1.857335329,1837.825562,1.857335329,-10.62794781,56.6
1.860660553,1833.791748,1.860660553,-10.62794781,56.7
1.863993883,1829.628052,1.863993883,-10.62794781,56.8
1.867317557,1825.270508,1.867317557,-10.62794781,56.9
1.870649099,1820.858398,1.870649099,-10.62794781,57
1.873987317,1816.538696,1.873987317,-10.62794781,57.1
1.87731719,1812.376953,1.87731719,-10.62794781,57.2
1.880652308,1808.544434,1.880652308,-10.62794781,57.3
1.881660819,1807.446045,1.881660819,-10.62794781,57.32995
