Non-bionmin S5,Non-bionmin S5,Non-bionmin S5,Non-bionmin S5,Non-bionmin S5
Deformation,Standard force,Standard travel,SG1,Test time
mm,N,mm,V,s
0.350637734,1600.491699,0.350637734,0,11.4
0.353978246,1614.45813,0.353978246,0,11.5
0.357296646,1628.126831,0.357296646,0,11.6
0.360628873,1641.769653,0.360628873,0,11.7
0.363964736,1655.707397,0.363964736,0,11.8
0.367312104,1669.799805,0.367312104,0,11.9
0.37063387,1683.600464,0.37063387,0,12
0.373989314,1697.364746,0.373989314,0,12.1
0.377337724,1711.299683,0.377337724,0,12.2
0.380679756,1724.921509,0.380679756,0,12.3
0.38401711,1738.420776,0.38401711,0,12.4
0.387308538,1751.941284,0.387308538,0,12.5
0.390624851,1765.319336,0.390624851,0,12.6
0.393961608,1778.515503,0.393961608,0,12.7
0.397303879,1791.511963,0.397303879,0,12.8
0.400639117,1804.38855,0.400639117,0,12.9
0.403991908,1817.278198,0.403991908,0,13
0.40732193,1830.370361,0.40732193,0,13.1
0.410635412,1843.589844,0.410635412,0,13.2
0.413977981,1856.750244,0.413977981,0,13.3
0.41730541,1869.497803,0.41730541,0,13.4
0.420619279,1882.273804,0.420619279,0,13.5
0.42396155,1895.06897,0.42396155,0,13.6
0.42729643,1907.804077,0.42729643,0,13.7
0.430633247,1920.794189,0.430633247,0,13.8
0.433958292,1933.657837,0.433958292,0,13.9
0.437317759,1946.309814,0.437317759,0,14
0.440653414,1958.565186,0.440653414,0,14.1
0.443976313,1970.500488,0.443976313,0,14.2
0.447305053,1982.31311,0.447305053,0,14.3
0.450639546,1994.229736,0.450639546,0,14.4
0.453968525,2006.421021,0.453968525,0,14.5
0.4573071,2018.746582,0.4573071,0,14.6
0.460647762,2030.7948,0.460647762,0,14.7
0.464003056,2042.497925,0.464003056,0,14.8
0.467327386,2054.164063,0.467327386,0,14.9
0.470651329,2065.734375,0.470651329,0,15
0.473983318,2077.356689,0.473983318,0,15.1
0.477308154,2089.410645,0.477308154,0,15.2
0.480642408,2101.207275,0.480642408,0,15.3
0.483982593,2112.573486,0.483982593,0,15.4
0.487313062,2123.659424,0.487313062,0,15.5
0.490634829,2134.609131,0.490634829,0,15.6
0.493958861,2145.588867,0.493958861,0,15.7
0.497302413,2156.809326,0.497302413,0,15.8
0.500647306,2168.215088,0.500647306,0,15.9
0.503961504,2179.460693,0.503961504,0,16
0.507294595,2190.198242,0.507294595,0,16.1
0.510625482,2200.925049,0.510625482,0,16.2
0.51396358,2211.7229,0.51396358,0,16.3
0.517310679,2222.603271,0.517310679,0,16.4
0.520662487,2233.664063,0.520662487,0,16.5
0.524002135,2244.931641,0.524002135,0,16.6
0.527357459,2255.784424,0.527357459,0,16.7
0.530672312,2266.227539,0.530672312,0,16.8
0.533992469,2276.408691,0.533992469,0,16.9
0.537323654,2286.632813,0.537323654,0,17
0.54065454,2296.806885,0.54065454,0,17.1
0.543980122,2307.055664,0.543980122,0,17.2
0.54731667,2317.576416,0.54731667,0,17.3
0.550644159,2327.936279,0.550644159,0,17.4
0.553964913,2337.807617,0.553964913,0,17.5
0.557301044,2347.819824,0.557301044,0,17.6
0.560644865,2357.679199,0.560644865,0,17.7
0.563955069,2367.474365,0.563955069,0,17.8
0.56728816,2377.580078,0.56728816,0,17.9
0.570611358,2387.833496,0.570611358,0,18
0.573958993,2397.963623,0.573958993,0,18.1
0.577292979,2407.911133,0.577292979,0,18.2
0.580631554,2417.599365,0.580631554,0,18.3
0.583980083,2427.258057,0.583980083,0,18.4
0.587341189,2436.785889,0.587341189,0,18.5
0.590666294,2446.263184,0.590666294,0,18.6
0.593987882,2455.94873,0.593987882,0,18.7
0.59733057,2465.381592,0.59733057,0,18.8
0.600652099,2474.435059,0.600652099,0,18.9
0.603978395,2483.616211,0.603978395,0,19
0.607326746,2492.724609,0.607326746,0,19.1
0.610650301,2501.770508,0.610650301,0,19.2
0.613977134,2511.157715,0.613977134,0,19.3
0.617306173,2520.561768,0.617306173,0,19.4
0.620647371,2529.658203,0.620647371,0,19.5
0.623978555,2538.565918,0.623978555,0,19.6
0.627299488,2547.180664,0.627299488,0,19.7
0.630624413,2555.693115,0.630624413,0,19.8
0.633956134,2564.208008,0.633956134,0,19.9
0.637291551,2573.145752,0.637291551,0,20
0.64062655,2582.233398,0.64062655,0,20.1
0.643975198,2591.007568,0.643975198,0,20.2
0.647316754,2599.57373,0.647316754,0,20.3
0.650639653,2607.943115,0.650639653,0,20.4
0.653972149,2616.233154,0.653972149,0,20.5
0.657309711,2624.781494,0.657309711,0,20.6
0.660647094,2633.595459,0.660647094,0,20.7
0.663998961,2642.213135,0.663998961,0,20.8
0.667326987,2650.50708,0.667326987,0,20.9
0.670665324,2658.519287,0.670665324,0,21
0.673994362,2666.451416,0.673994362,0,21.1
0.677323878,2674.322266,0.677323878,0,21.2
0.680658877,2682.359375,0.680658877,0,21.3
0.683993399,2690.712402,0.683993399,0,21.4
0.687318563,2698.870117,0.687318563,0,21.5
0.690637171,2706.506592,0.690637171,0,21.6
0.693965316,2714.224609,0.693965316,0,21.7
0.697291076,2721.938232,0.697291076,0,21.8
0.700630844,2729.802979,0.700630844,0,21.9
0.703990102,2737.918213,0.703990102,0,22
0.707318544,2745.942139,0.707318544,0,22.1
0.710645378,2753.601807,0.710645378,0,22.2
0.713974833,2760.840088,0.713974833,0,22.3
0.71730864,2768.262451,0.71730864,0,22.4
0.720640779,2775.857666,0.720640779,0,22.5
0.723976851,2783.439209,0.723976851,0,22.6
0.727302015,2791.239014,0.727302015,0,22.7
0.730648994,2799.138916,0.730648994,0,22.8
0.733994901,2806.5625,0.733994901,0,22.9
0.737314761,2813.456055,0.737314761,0,23
0.740652204,2820.634033,0.740652204,0,23.1
0.74399364,2827.776855,0.74399364,0,23.2
0.747315109,2835.034912,0.747315109,0,23.3
0.75064081,2842.561279,0.75064081,0,23.4
0.753958285,2850.134766,0.753958285,0,23.5
0.757304549,2857.29126,0.757304549,0,23.6
0.760645986,2864.229736,0.760645986,0,23.7
0.763979554,2870.948486,0.763979554,0,23.8
0.767318785,2877.790039,0.767318785,0,23.9
0.770653129,2884.710938,0.770653129,0,24
0.773972213,2891.782715,0.773972213,0,24.1
0.777305543,2898.936523,0.777305543,0,24.2
0.780641794,2905.736816,0.780641794,0,24.3
0.783973277,2912.331299,0.783973277,0,24.4
0.787299335,2919.016113,0.787299335,0,24.5
0.790634751,2925.610596,0.790634751,0,24.6
0.793962061,2932.269531,0.793962061,0,24.7
0.797294736,2939.228027,0.797294736,0,24.8
0.800635159,2946.177979,0.800635159,0,24.9
0.803974271,2952.759033,0.803974271,0,25
0.807326913,2959.198486,0.807326913,0,25.1
0.8106637,2965.501953,0.8106637,0,25.2
0.813987851,2971.727539,0.813987851,0,25.3
0.817325294,2978.0271,0.817325294,0,25.4
0.820673704,2984.670166,0.820673704,0,25.5
0.823995173,2991.312988,0.823995173,0,25.6
0.827331424,2997.578613,0.827331424,0,25.7
0.830667078,3003.807617,0.830667078,0,25.8
0.834003627,3009.918701,0.834003627,0,25.9
0.83732909,3015.902832,0.83732909,0,26
0.840658844,3022.174561,0.840658844,0,26.1
0.843987942,3028.681885,0.843987942,0,26.2
0.847316325,3034.989014,0.847316325,0,26.3
0.850649953,3041.012451,0.850649953,0,26.4
0.85396862,3046.79541,0.85396862,0,26.5
0.857294917,3052.51123,0.857294917,0,26.6
0.860626221,3057.989258,0.860626221,0,26.7
0.863963068,3063.735107,0.863963068,0,26.8
0.867308497,3070.045898,0.867308497,0,26.9
0.870623589,3076.285645,0.870623589,0,27
0.873960078,3082.302002,0.873960078,0,27.1
0.877301335,3088.355713,0.877301335,0,27.2
0.880632281,3094.203857,0.880632281,0,27.3
0.883982718,3100.024658,0.883982718,0,27.4
0.887312591,3106.334229,0.887312591,0,27.5
0.890680194,3112.699219,0.890680194,0,27.6
0.894005954,3118.724121,0.894005954,0,27.7
0.897325873,3124.615967,0.897325873,0,27.8
0.900667727,3130.27832,0.900667727,0,27.9
0.903991282,3135.781982,0.903991282,0,28
0.907318115,3141.154541,0.907318115,0,28.1
0.910657465,3146.770264,0.910657465,0,28.2
0.913966775,3152.505859,0.913966775,0,28.3
0.917298853,3157.932373,0.917298853,0,28.4
0.920638323,3163.15625,0.920638323,0,28.5
0.923970103,3168.498779,0.923970103,0,28.6
0.927303731,3173.942383,0.927303731,0,28.7
0.930642307,3179.591553,0.930642307,0,28.8
0.933957934,3185.441895,0.933957934,0,28.9
0.937291682,3191.04541,0.937291682,0,29
0.940609455,3196.237793,0.940609455,0,29.1
0.943955839,3201.337646,0.943955839,0,29.2
0.947304308,3206.445068,0.947304308,0,29.3
0.950675488,3211.583008,0.950675488,0,29.4
0.954004407,3216.767822,0.954004407,0,29.5
0.957338333,3222.248535,0.957338333,0,29.6
0.960682511,3227.684814,0.960682511,0,29.7
0.964008808,3232.550049,0.964008808,0,29.8
0.967341006,3237.307617,0.967341006,0,29.9
0.970668972,3242.237793,0.970668972,0,30
0.973986447,3247.062988,0.973986447,0,30.1
0.977309644,3252.324219,0.977309644,0,30.2
0.980648577,3257.775146,0.980648577,0,30.3
0.983976007,3263.000977,0.983976007,0,30.4
0.987317801,3267.896484,0.987317801,0,30.5
0.990652025,3272.555176,0.990652025,0,30.6
0.993973017,3277.207275,0.993973017,0,30.7
0.997297227,3281.923096,0.997297227,0,30.8
1.000612736,3286.849121,1.000612736,0,30.9
1.003938198,3292.056396,1.003938198,0,31
1.007291198,3297.039063,1.007291198,0,31.1
1.010644794,3301.612549,1.010644794,0,31.2
1.013976932,3306.099609,1.013976932,0,31.3
1.017303228,3310.633789,1.017303228,0,31.4
1.02064395,3315.311523,1.02064395,0,31.5
1.023984075,3320.48584,1.023984075,0,31.6
1.027323723,3325.738281,1.027323723,0,31.7
1.030670285,3330.691406,1.030670285,0,31.8
1.033998489,3335.310547,1.033998489,0,31.9
1.037318587,3339.629639,1.037318587,0,32
1.040650606,3343.918945,1.040650606,0,32.1
1.043983102,3348.366211,1.043983102,0,32.2
1.047317863,3353.148193,1.047317863,0,32.3
1.050663352,3358.074463,1.050663352,0,32.4
1.053991675,3362.571777,1.053991675,0,32.5
1.057301044,3366.71875,1.057301044,0,32.6
1.060625672,3371.00708,1.060625672,0,32.7
1.063954473,3375.202637,1.063954473,0,32.8
1.06728828,3379.426514,1.06728828,0,32.9
1.07065022,3383.922852,1.07065022,0,33
1.073975205,3388.354248,1.073975205,0,33.1
1.077306151,3392.453613,1.077306151,0,33.2
1.080636501,3396.383057,1.080636501,0,33.3
1.083974242,3400.193848,1.083974242,0,33.4
1.087291837,3403.790527,1.087291837,0,33.5
1.090625167,3407.534424,1.090625167,0,33.6
