S1Tnbm,S1Tnbm,S1Tnbm,S1Tnbm,S1Tnbm
Deformation,Standard force,Standard travel,SG1,Test time
mm,N,mm,V,s
1.256940365,3166.954834,1.256940365,0,38.6
1.260247707,3165.759521,1.260247707,0,38.7
1.263436794,3163.703369,1.263436794,0,38.8
1.266829967,3163.887451,1.266829967,0,38.9
1.270190716,3162.317627,1.270190716,0,39
1.273498058,3160.363525,1.273498058,0,39.1
1.276750088,3158.517822,1.276750088,0,39.2
1.280133724,3156.879639,1.280133724,0,39.3
1.283494473,3155.450928,1.283494473,0,39.4
1.286941051,3153.965576,1.286941051,0,39.5
1.290130138,3150.797607,1.290130138,0,39.6
1.293502331,3148.002686,1.293502331,0,39.7
1.29694891,3145.444092,1.29694891,0,39.8
1.300212383,3142.43335,1.300212383,0,39.9
1.303637981,3139.335693,1.303637981,0,40
1.30693388,3135.187256,1.30693388,0,40.1
1.310273647,3132.194092,1.310273647,0,40.2
1.313622952,3128.405029,1.313622952,0,40.3
1.317039013,3124.697998,1.317039013,0,40.4
1.320302486,3119.932373,1.320302486,0,40.5
1.32363081,3116.127686,1.32363081,0,40.6
1.327003002,3112.061279,1.327003002,0,40.7
1.33027792,3107.094482,1.33027792,0,40.8
1.333671093,3102.158936,1.333671093,0,40.9
1.336892605,3096.709717,1.336892605,0,41
1.340285778,3092.088623,1.340285778,0,41.1
1.34365797,3086.276123,1.34365797,0,41.2
1.34691,3080.072998,1.34691,0,41.3
1.350142956,3073.815186,1.350142956,0,41.4
1.353503704,3069.408936,1.353503704,0,41.5
1.356832027,3063.852295,1.356832027,0,41.6
1.36020422,3057.989746,1.36020422,0,41.7
1.363458157,3051.571777,1.363458157,0,41.8
1.366710186,3045.083496,1.366710186,0,41.9
1.370221615,3039.827637,1.370221615,0,42
1.373464108,3033.757324,1.373464108,0,42.1
1.376847744,3028.358887,1.376847744,0,42.2
1.380155087,3022.47998,1.380155087,0,42.3
1.38354826,3016.675293,1.38354826,0,42.4
1.386897564,3010.366699,1.386897564,0,42.5
1.390311718,3004.397949,1.390311718,0,42.6
1.393577099,2997.390137,1.393577099,0,42.7
1.396926403,2990.519043,1.396926403,0,42.8
1.40033102,2983.85498,1.40033102,0,42.9
1.403615475,2976.76123,1.403615475,0,43
1.406945705,2969.616699,1.406945705,0,43.1
1.410274029,2961.97998,1.410274029,0,43.2
1.413613796,2955.206543,1.413613796,0,43.3
1.416995525,2947.921387,1.416995525,0,43.4
1.420377254,2940.272949,1.420377254,0,43.5
