bm1,bm1,bm1,bm1,bm1
Deformation,Standard force,Standard travel,Crosshead travel,Test time
mm,N,mm,mm,s
0.217325032,5.13197422,0.217325032,0.217325032,13.9
0.218999758,5.175336361,0.218999758,0.218999758,14
0.220661551,5.213760853,0.220661551,0.220661551,14.1
0.222334638,5.242015839,0.222334638,0.222334638,14.2
0.223991215,5.279135704,0.223991215,0.223991215,14.3
0.225648299,5.320269585,0.225648299,0.225648299,14.4
0.227316082,5.351990223,0.227316082,0.227316082,14.5
0.228979513,5.403542042,0.228979513,0.228979513,14.6
0.230652168,5.445127964,0.230652168,0.230652168,14.7
0.232310906,5.467184067,0.232310906,0.232310906,14.8
0.233972073,5.529821396,0.233972073,0.233972073,14.9
0.235649675,5.575854301,0.235649675,0.235649675,15
0.23732467,5.60161972,0.23732467,0.23732467,15.1
0.238991037,5.642913342,0.238991037,0.238991037,15.2
0.240661994,5.671795368,0.240661994,0.240661994,15.3
0.24233067,5.720430851,0.24233067,0.24233067,15.4
0.243999064,5.744596004,0.243999064,0.243999064,15.5
0.245659456,5.790295601,0.245659456,0.245659456,15.6
0.247325271,5.839179039,0.247325271,0.247325271,15.7
0.248988852,5.889070511,0.248988852,0.248988852,15.8
0.250670016,5.916768074,0.250670016,0.250670016,15.9
0.25233534,5.963824272,0.25233534,0.25233534,16
0.253992587,5.993381977,0.253992587,0.253992587,16.1
0.255665898,6.043386459,0.255665898,0.255665898,16.2
0.257332087,6.08302784,0.257332087,0.257332087,16.3
0.259000331,6.114923477,0.259000331,0.259000331,16.4
0.260664314,6.164872169,0.260664314,0.260664314,16.5
0.262334704,6.205738544,0.262334704,0.262334704,16.6
0.264001608,6.248091221,0.264001608,0.264001608,16.7
0.265666187,6.279347897,0.265666187,0.265666187,16.8
0.26732567,6.305327415,0.26732567,0.26732567,16.9
0.269000262,6.351080894,0.269000262,0.269000262,17
0.270666957,6.405174255,0.270666957,0.270666957,17.1
0.272331864,6.417474747,0.272331864,0.272331864,17.2
0.273990154,6.464897633,0.273990154,0.273990154,17.3
0.275665104,6.496774197,0.275665104,0.275665104,17.4
0.277340084,6.551606655,0.277340084,0.277340084,17.5
0.279004365,6.593004227,0.279004365,0.279004365,17.6
0.280668229,6.632960796,0.280668229,0.280668229,17.7
0.282337248,6.655434132,0.282337248,0.282337248,17.8
0.283988774,6.687153339,0.283988774,0.283988774,17.9
0.285657018,6.756642818,0.285657018,0.285657018,18
0.287319392,6.787090302,0.287319392,0.287319392,18.1
0.28898868,6.827632427,0.28898868,0.28898868,18.2
0.290652722,6.880933285,0.290652722,0.290652722,18.3
0.292321563,6.909946918,0.292321563,0.292321563,18.4
0.293979645,6.942448139,0.293979645,0.293979645,18.5
0.295661271,6.990250111,0.295661271,0.295661271,18.6
0.2973243,7.02278614,0.2973243,0.2973243,18.7
0.298999518,7.064720631,0.298999518,0.298999518,18.8
0.300661534,7.095834732,0.300661534,0.300661534,18.9
0.302330047,7.146467209,0.302330047,0.302330047,19
0.303990096,7.196931362,0.303990096,0.303990096,19.1
0.305655897,7.229799271,0.305655897,0.305655897,19.2
0.307316422,7.264800072,0.307316422,0.307316422,19.3
0.309000999,7.31026268,0.309000999,0.309000999,19.4
0.310657382,7.34387207,0.310657382,0.310657382,19.5
0.312323689,7.390456676,0.312323689,0.312323689,19.6
0.313992172,7.42610836,0.313992172,0.313992172,19.7
0.315657467,7.440316677,0.315657467,0.315657467,19.8
0.317317754,7.505080223,0.317317754,0.317317754,19.9
0.318983495,7.53628397,0.318983495,0.318983495,20
0.320652604,7.59028244,0.320652604,0.320652604,20.1
0.322314888,7.602420807,0.322314888,0.322314888,20.2
0.323985606,7.657845974,0.323985606,0.323985606,20.3
0.325661957,7.696976185,0.325661957,0.325661957,20.4
0.327337056,7.741163731,0.327337056,0.327337056,20.5
0.32899037,7.782763004,0.32899037,0.32899037,20.6
0.33066836,7.829024315,0.33066836,0.33066836,20.7
0.332328826,7.865036011,0.332328826,0.332328826,20.8
0.333988339,7.890020847,0.333988339,0.333988339,20.9
0.335671157,7.943871498,0.335671157,0.335671157,21
0.337334961,7.976759434,0.337334961,0.337334961,21.1
0.338998109,8.025653839,0.338998109,0.338998109,21.2
0.340676665,8.068572044,0.340676665,0.340676665,21.3
0.342336297,8.100883484,0.342336297,0.342336297,21.4
0.343992889,8.154121399,0.343992889,0.343992889,21.5
0.34565717,8.202898979,0.34565717,0.34565717,21.6
0.347315103,8.230150223,0.347315103,0.347315103,21.7
0.34898898,8.264620781,0.34898898,0.34898898,21.8
0.350659341,8.313529968,0.350659341,0.350659341,21.9
0.352325827,8.357509613,0.352325827,0.352325827,22
0.353989303,8.385211945,0.353989303,0.353989303,22.1
0.355652273,8.433303833,0.355652273,0.355652273,22.2
0.357324809,8.46405983,0.357324809,0.357324809,22.3
0.359001219,8.516290665,0.359001219,0.359001219,22.4
0.360667676,8.526062965,0.360667676,0.360667676,22.5
0.362341106,8.583574295,0.362341106,0.362341106,22.6
0.363996297,8.621079445,0.363996297,0.363996297,22.7
0.365661412,8.661036491,0.365661412,0.365661412,22.8
0.3673217,8.677475929,0.3673217,0.3673217,22.9
0.368994534,8.75813961,0.368994534,0.368994534,23
0.370660096,8.770772934,0.370660096,0.370660096,23.1
0.372331977,8.820626259,0.372331977,0.372331977,23.2
0.37398839,8.872276306,0.37398839,0.37398839,23.3
0.375649929,8.902509689,0.375649929,0.375649929,23.4
0.377319157,8.948091507,0.377319157,0.377319157,23.5
0.378981501,8.98872757,0.378981501,0.378981501,23.6
0.380650342,9.033194542,0.380650342,0.380650342,23.7
0.38232398,9.067960739,0.38232398,0.38232398,23.8
0.383988738,9.104021072,0.383988738,0.383988738,23.9
0.385650188,9.158450127,0.385650188,0.385650188,24
0.387306422,9.194793701,0.387306422,0.387306422,24.1
0.388987184,9.236724854,0.388987184,0.388987184,24.2
0.390656441,9.271665573,0.390656441,0.390656441,24.3
0.392325163,9.306147575,0.392325163,0.392325163,24.4
0.39399457,9.358364105,0.39399457,0.39399457,24.5
0.395660043,9.397283554,0.395660043,0.395660043,24.6
0.397329986,9.435521126,0.397329986,0.397329986,24.7
0.398988277,9.484004021,0.398988277,0.398988277,24.8
0.400665522,9.532225609,0.400665522,0.400665522,24.9
0.402336448,9.563313484,0.402336448,0.402336448,25
0.403997332,9.602963448,0.403997332,0.403997332,25.1
0.405652076,9.657987595,0.405652076,0.405652076,25.2
0.407329112,9.682641983,0.407329112,0.407329112,25.3
0.409000278,9.727807045,0.409000278,0.409000278,25.4
0.410660684,9.761256218,0.410660684,0.410660684,25.5
0.412330717,9.802258492,0.412330717,0.412330717,25.6
0.413995862,9.836231232,0.413995862,0.413995862,25.7
0.415667951,9.882962227,0.415667951,0.415667951,25.8
0.417331845,9.924995422,0.417331845,0.417331845,25.9
0.4190014,9.967866898,0.4190014,0.4190014,26
0.42066732,9.999691963,0.42066732,0.42066732,26.1
0.422346205,10.05387688,0.422346205,0.422346205,26.2
0.42400521,10.08558559,0.42400521,0.42400521,26.3
0.425670415,10.15303898,0.425670415,0.425670415,26.4
0.427350879,10.18303013,0.427350879,0.427350879,26.5
0.429001093,10.22726917,0.429001093,0.429001093,26.6
0.430659652,10.26008892,0.430659652,0.430659652,26.7
0.432333291,10.2966156,0.432333291,0.432333291,26.8
0.433983922,10.35320663,0.433983922,0.433983922,26.9
0.435654283,10.40125847,0.435654283,0.435654283,27
0.437332392,10.42807579,0.437332392,0.437332392,27.1
0.439001739,10.47679615,0.439001739,0.439001739,27.2
0.440664709,10.53314304,0.440664709,0.440664709,27.3
0.442322642,10.56933594,0.442322642,0.442322642,27.4
0.443996221,10.61073971,0.443996221,0.443996221,27.5
0.445641875,10.65107918,0.445641875,0.445641875,27.6
0.44732675,10.70673943,0.44732675,0.44732675,27.7
0.448984116,10.72870541,0.448984116,0.448984116,27.8
0.450662136,10.77863407,0.450662136,0.450662136,27.9
0.452324778,10.80921841,0.452324778,0.452324778,28
0.453983098,10.85125256,0.453983098,0.453983098,28.1
0.455654711,10.8948307,0.455654711,0.455654711,28.2
0.457318962,10.94235325,0.457318962,0.457318962,28.3
0.458986729,10.9710331,0.458986729,0.458986729,28.4
0.460654378,11.00395584,0.460654378,0.460654378,28.5
0.462315142,11.07178402,0.462315142,0.462315142,28.6
0.463989228,11.09930706,0.463989228,0.463989228,28.7
0.465650946,11.15588665,0.465650946,0.465650946,28.8
0.467305362,11.19629669,0.467305362,0.467305362,28.9
0.468981415,11.23060513,0.468981415,0.468981415,29
0.470638871,11.28069496,0.470638871,0.470638871,29.1
0.472322166,11.33202744,0.472322166,0.472322166,29.2
0.473994434,11.36172867,0.473994434,0.473994434,29.3
0.475656658,11.41560173,0.475656658,0.475656658,29.4
0.477327794,11.44676971,0.477327794,0.477327794,29.5
0.478995681,11.4820509,0.478995681,0.478995681,29.6
0.48066622,11.52488995,0.48066622,0.48066622,29.7
0.482341051,11.56809521,0.482341051,0.482341051,29.8
0.484002501,11.62279224,0.484002501,0.484002501,29.9
0.485683471,11.66776085,0.485683471,0.485683471,30
0.487350374,11.70244789,0.487350374,0.487350374,30.1
0.489001602,11.74010754,0.489001602,0.489001602,30.2
0.490672469,11.78949928,0.490672469,0.490672469,30.3
0.492329597,11.83019543,0.492329597,0.492329597,30.4
0.493997991,11.86031914,0.493997991,0.493997991,30.5
0.49566713,11.9049778,0.49566713,0.49566713,30.6
0.497342557,11.9659071,0.497342557,0.497342557,30.7
0.498990804,11.98913383,0.498990804,0.498990804,30.8
0.500677168,12.02767849,0.500677168,0.500677168,30.9
