nbm2;nbm2;nbm2;nbm2;nbm2
Deformation;Standard force;Standard travel;Crosshead travel;Test time
mm;N;mm;mm;s
0.392485082;7.770699978;0.392485082;0.392485082;24.4
0.394160211;7.825317383;0.394160211;0.394160211;24.5
0.395829409;7.839388371;0.395829409;0.395829409;24.6
0.397488892;7.899416924;0.397488892;0.397488892;24.7
0.399153084;7.912230968;0.399153084;0.399153084;24.8
0.40081811;7.958589554;0.40081811;0.40081811;24.9
0.402487367;7.996858597;0.402487367;0.402487367;25
0.40415141;8.016991615;0.40415141;0.40415141;25.1
0.405824482;8.053917885;0.405824482;0.405824482;25.2
0.407486439;8.087809563;0.407486439;0.407486439;25.3
0.409149796;8.125920296;0.409149796;0.409149796;25.4
0.410816729;8.146382332;0.410816729;0.410816729;25.5
0.412487298;8.183994293;0.412487298;0.412487298;25.6
0.414157331;8.229694366;0.414157331;0.414157331;25.7
0.415824741;8.245212555;0.415824741;0.415824741;25.8
0.417492747;8.291872978;0.417492747;0.417492747;25.9
0.419157684;8.317149162;0.419157684;0.419157684;26
0.420827925;8.328435898;0.420827925;0.420827925;26.1
0.422496229;8.367469788;0.422496229;0.422496229;26.2
0.424158007;8.395905495;0.424158007;0.424158007;26.3
0.425824195;8.408823967;0.425824195;0.425824195;26.4
0.427500218;8.458996773;0.427500218;0.427500218;26.5
0.429169118;8.491799355;0.429169118;0.429169118;26.6
0.430836141;8.511271477;0.430836141;0.430836141;26.7
0.432503492;8.56613636;0.432503492;0.432503492;26.8
0.434165776;8.602243423;0.434165776;0.434165776;26.9
0.435828745;8.630875587;0.435828745;0.435828745;27
0.437484145;8.65844059;0.437484145;0.437484145;27.1
0.439153492;8.69116497;0.439153492;0.439153492;27.2
0.440817088;8.729135513;0.440817088;0.440817088;27.3
0.442494631;8.759145737;0.442494631;0.442494631;27.4
0.444148928;8.780030251;0.444148928;0.444148928;27.5
0.44582358;8.818774223;0.44582358;0.44582358;27.6
0.447491676;8.875538826;0.447491676;0.447491676;27.7
0.449167103;8.884748459;0.449167103;0.449167103;27.8
0.450825691;8.903103828;0.450825691;0.450825691;27.9
0.452479422;8.943954468;0.452479422;0.452479422;28
0.454161257;8.980363846;0.454161257;0.454161257;28.1
0.455817312;9.034606934;0.455817312;0.455817312;28.2
0.457487226;9.057087898;0.457487226;0.457487226;28.3
0.459169537;9.084903717;0.459169537;0.459169537;28.4
0.460815847;9.120951653;0.460815847;0.460815847;28.5
0.462493151;9.155914307;0.462493151;0.462493151;28.6
0.4641473;9.195373535;0.4641473;0.4641473;28.7
0.465818405;9.222795486;0.465818405;0.465818405;28.8
0.467481554;9.254800797;0.467481554;0.467481554;28.9
0.469157964;9.278219223;0.469157964;0.469157964;29
0.470824152;9.313728333;0.470824152;0.470824152;29.1
0.472500622;9.342006683;0.472500622;0.472500622;29.2
0.474149823;9.372134209;0.474149823;0.474149823;29.3
0.475817055;9.415818214;0.475817055;0.475817055;29.4
0.477490544;9.447434425;0.477490544;0.477490544;29.5
0.479149908;9.474141121;0.479149908;0.479149908;29.6
0.480813205;9.506201744;0.480813205;0.480813205;29.7
0.482488066;9.517920494;0.482488066;0.482488066;29.8
0.484149575;9.583337784;0.484149575;0.484149575;29.9
0.485818505;9.609932899;0.485818505;0.485818505;30
0.487485945;9.643389702;0.487485945;0.487485945;30.1
0.489157915;9.685001373;0.489157915;0.489157915;30.2
0.490835309;9.697385788;0.490835309;0.490835309;30.3
0.492489219;9.736968994;0.492489219;0.492489219;30.4
0.494161397;9.782009125;0.494161397;0.494161397;30.5
