bm2,bm2,bm2,bm2,bm2
0.14069277,4.854719162,0.14069277,0.14069277,9.3
0.142351046,4.911702156,0.142351046,0.142351046,9.4
0.144026101,4.947938919,0.144026101,0.144026101,9.5
0.145692512,4.979688168,0.145692512,0.145692512,9.6
0.147351801,5.03734827,0.147351801,0.147351801,9.7
0.149017185,5.082344055,0.149017185,0.149017185,9.8
0.150688291,5.130110741,0.150688291,0.150688291,9.9
0.152356431,5.175018787,0.152356431,0.152356431,10
0.154027879,5.213272095,0.154027879,0.154027879,10.1
0.155686781,5.266960144,0.155686781,0.155686781,10.2
0.157348722,5.325359344,0.157348722,0.157348722,10.3
0.159016013,5.361020565,0.159016013,0.159016013,10.4
0.160683408,5.386819839,0.160683408,0.160683408,10.5
0.162344262,5.449427128,0.162344262,0.162344262,10.6
0.164003775,5.490522861,0.164003775,0.164003775,10.7
0.165679663,5.537394047,0.165679663,0.165679663,10.8
0.167342693,5.581803322,0.167342693,0.167342693,10.9
0.169015035,5.6340909,0.169015035,0.169015035,11
0.170676813,5.688636303,0.170676813,0.170676813,11.1
0.172346503,5.725733757,0.172346503,0.172346503,11.2
0.174013093,5.775619507,0.174013093,0.174013093,11.3
0.175679117,5.82412529,0.175679117,0.175679117,11.4
0.177354664,5.86370039,0.177354664,0.177354664,11.5
0.179019064,5.902814388,0.179019064,0.179019064,11.6
0.18068637,5.941928387,0.18068637,0.18068637,11.7
0.182357401,5.991907597,0.182357401,0.182357401,11.8
0.184020296,6.032100677,0.184020296,0.184020296,11.9
0.18569304,6.078651428,0.18569304,0.18569304,12
0.187355533,6.134136677,0.187355533,0.187355533,12.1
0.18902497,6.171377659,0.18902497,0.18902497,12.2
0.190690741,6.215061665,0.190690741,0.190690741,12.3
0.192353576,6.256032944,0.192353576,0.192353576,12.4
0.194025666,6.317894936,0.194025666,0.194025666,12.5
0.195691362,6.355050087,0.195691362,0.195691362,12.6
0.197358519,6.405991554,0.197358519,0.197358519,12.7
0.199028045,6.450817108,0.199028045,0.199028045,12.8
0.200695157,6.517939091,0.200695157,0.200695157,12.9
0.202359378,6.565993309,0.202359378,0.202359378,13
0.204031408,6.612668037,0.204031408,0.204031408,13.1
0.205690011,6.647785664,0.205690011,0.205690011,13.2
0.207352743,6.695415497,0.207352743,0.207352743,13.3
0.209028885,6.742197514,0.209028885,0.209028885,13.4
0.210689798,6.797294617,0.210689798,0.210689798,13.5
0.212357208,6.855169773,0.212357208,0.212357208,13.6
0.214029044,6.904414177,0.214029044,0.214029044,13.7
0.215681568,6.948796749,0.215681568,0.215681568,13.8
0.217361465,7.009800434,0.217361465,0.217361465,13.9
0.219018206,7.048098564,0.219018206,0.219018206,14
0.220690563,7.095001698,0.220690563,0.220690563,14.1
0.222344026,7.135260105,0.222344026,0.222344026,14.2
0.224004865,7.177941322,0.224004865,0.224004865,14.3
0.225683138,7.232616425,0.225683138,0.225683138,14.4
0.227347851,7.279083252,0.227347851,0.227347851,14.5
0.229016513,7.325596809,0.229016513,0.229016513,14.6
0.230673447,7.372113228,0.230673447,0.230673447,14.7
0.232353196,7.422756672,0.232353196,0.232353196,14.8
0.234013632,7.481462479,0.234013632,0.234013632,14.9
0.235689148,7.534840107,0.235689148,0.235689148,15
0.237353206,7.561754704,0.237353206,0.237353206,15.1
0.239021271,7.607365608,0.239021271,0.239021271,15.2
0.240685984,7.65724802,0.240685984,0.240685984,15.3
0.242352873,7.706235409,0.242352873,0.242352873,15.4
0.244015425,7.765212536,0.244015425,0.244015425,15.5
0.24567546,7.808688164,0.24567546,0.24567546,15.6
0.247353271,7.851241112,0.247353271,0.247353271,15.7
0.249014094,7.883148193,0.249014094,0.249014094,15.8
0.250674367,7.921234131,0.250674367,0.250674367,15.9
0.25234741,7.976179123,0.25234741,0.25234741,16
0.254007667,8.025722504,0.254007667,0.254007667,16.1
0.255681932,8.084465981,0.255681932,0.255681932,16.2
0.257350147,8.116997719,0.257350147,0.257350147,16.3
0.259022832,8.166742325,0.259022832,0.259022832,16.4
0.260686427,8.216908455,0.260686427,0.260686427,16.5
0.262348205,8.261050224,0.262348205,0.262348205,16.6
0.264018685,8.316624641,0.264018685,0.264018685,16.7
0.265690327,8.366630554,0.265690327,0.265690327,16.8
0.267362833,8.402967453,0.267362833,0.267362833,16.9
0.269022048,8.443772316,0.269022048,0.269022048,17
0.270684391,8.510671616,0.270684391,0.270684391,17.1
0.272366881,8.542896271,0.272366881,0.272366881,17.2
0.274031073,8.594100952,0.274031073,0.274031073,17.3
0.275700718,8.628456116,0.275700718,0.275700718,17.4
0.277362376,8.681462288,0.277362376,0.277362376,17.5
0.279021591,8.737883568,0.279021591,0.279021591,17.6
0.280688167,8.775409698,0.280688167,0.280688167,17.7
0.282350361,8.814188957,0.282350361,0.282350361,17.8
0.284018368,8.881150246,0.284018368,0.284018368,17.9
0.285685509,8.926670074,0.285685509,0.285685509,18
0.287346184,8.9637537,0.287346184,0.287346184,18.1
0.289014399,9.01777935,0.289014399,0.289014399,18.2
0.290695012,9.066804886,0.290695012,0.290695012,18.3
0.29235965,9.101719856,0.29235965,0.29235965,18.4
0.294020504,9.146175385,0.294020504,0.294020504,18.5
0.295689821,9.194176674,0.295689821,0.295689821,18.6
0.29735741,9.249492645,0.29735741,0.29735741,18.7
0.299035639,9.289223671,0.299035639,0.299035639,18.8
0.300690711,9.347169876,0.300690711,0.300690711,18.9
0.302358925,9.398703575,0.302358925,0.302358925,19
0.304026842,9.460894585,0.304026842,0.304026842,19.1
0.305686474,9.499199867,0.305686474,0.305686474,19.2
0.30735299,9.549453735,0.30735299,0.30735299,19.3
0.309019953,9.58646965,0.309019953,0.309019953,19.4
0.310680836,9.65062809,0.310680836,0.310680836,19.5
0.312344313,9.700577736,0.312344313,0.312344313,19.6
0.314016253,9.748462677,0.314016253,0.314016253,19.7
0.315671146,9.791747093,0.315671146,0.315671146,19.8
0.317349374,9.843209267,0.317349374,0.317349374,19.9
0.319008589,9.893135071,0.319008589,0.319008589,20
0.320675433,9.935697556,0.320675433,0.320675433,20.1
0.322348744,9.980013847,0.322348744,0.322348744,20.2
0.324014395,10.02385902,0.324014395,0.324014395,20.3
0.325683117,10.07427406,0.325683117,0.325683117,20.4
0.32735765,10.13521385,0.32735765,0.32735765,20.5
0.329022318,10.2042923,0.329022318,0.329022318,20.6
0.330676258,10.24162292,0.330676258,0.330676258,20.7
0.332357645,10.28687286,0.332357645,0.332357645,20.8
0.334026545,10.31559944,0.334026545,0.334026545,20.9
0.335701704,10.37848186,0.335701704,0.335701704,21
0.337367386,10.43744755,0.337367386,0.337367386,21.1
0.339029193,10.4639101,0.339029193,0.339029193,21.2
0.340687245,10.52994347,0.340687245,0.340687245,21.3
0.34234789,10.57021236,0.34234789,0.34234789,21.4
0.344022691,10.61271858,0.344022691,0.344022691,21.5
0.345681846,10.6516428,0.345681846,0.345681846,21.6
0.347354174,10.71485806,0.347354174,0.347354174,21.7
0.349021584,10.76799488,0.349021584,0.349021584,21.8
0.350691885,10.82784557,0.350691885,0.350691885,21.9
0.352362186,10.87185669,0.352362186,0.352362186,22
0.354021907,10.91832542,0.354021907,0.354021907,22.1
0.355695873,10.95207787,0.355695873,0.355695873,22.2
0.357364118,11.01592255,0.357364118,0.357364118,22.3
0.359036922,11.06007481,0.359036922,0.359036922,22.4
0.360697061,11.12160301,0.360697061,0.360697061,22.5
0.362362832,11.16832161,0.362362832,0.362362832,22.6
0.364031672,11.21235561,0.364031672,0.364031672,22.7
0.365691304,11.25556946,0.365691304,0.365691304,22.8
0.367345124,11.3330183,0.367345124,0.367345124,22.9
0.369015396,11.37810802,0.369015396,0.369015396,23
0.370682567,11.43793488,0.370682567,0.370682567,23.1
0.372354925,11.48468399,0.372354925,0.372354925,23.2
0.374020845,11.51735401,0.374020845,0.374020845,23.3
0.375681043,11.5762434,0.375681043,0.375681043,23.4
0.377348751,11.62757683,0.377348751,0.377348751,23.5
0.379029393,11.67885971,0.379029393,0.379029393,23.6
0.380685031,11.74202824,0.380685031,0.380685031,23.7
0.382355899,11.7805357,0.382355899,0.382355899,23.8
0.384016126,11.8384161,0.384016126,0.384016126,23.9
0.385691881,11.88535786,0.385691881,0.385691881,24
0.387351155,11.93186092,0.387351155,0.387351155,24.1
0.389016479,11.96569157,0.389016479,0.389016479,24.2
0.390674591,12.02341461,0.390674591,0.390674591,24.3
0.392355412,12.08280849,0.392355412,0.392355412,24.4
0.394007891,12.14347267,0.394007891,0.394007891,24.5
0.39567402,12.18218994,0.39567402,0.39567402,24.6
0.397347927,12.24243164,0.397347927,0.397347927,24.7
0.399014145,12.28112888,0.399014145,0.399014145,24.8
0.400676906,12.35399151,0.400676906,0.400676906,24.9
0.402341574,12.39170361,0.402341574,0.402341574,25
0.404003799,12.44372082,0.404003799,0.404003799,25.1
0.405682623,12.49131393,0.405682623,0.405682623,25.2
0.40734598,12.5514946,0.40734598,0.40734598,25.3
0.409022599,12.60070896,0.409022599,0.409022599,25.4
0.410688043,12.63975716,0.410688043,0.410688043,25.5
0.412351787,12.70100784,0.412351787,0.412351787,25.6
0.414012432,12.75527382,0.414012432,0.414012432,25.7
0.415689617,12.80783081,0.415689617,0.415689617,25.8
0.417368919,12.87437153,0.417368919,0.417368919,25.9
0.419036806,12.91950703,0.419036806,0.419036806,26
0.420707077,12.9669733,0.420707077,0.420707077,26.1
0.422369003,13.02586174,0.422369003,0.422369003,26.2
0.424035221,13.0748558,0.424035221,0.424035221,26.3
0.425693363,13.12824345,0.425693363,0.425693363,26.4
0.427363664,13.19609642,0.427363664,0.427363664,26.5
0.429018408,13.21986103,0.429018408,0.429018408,26.6
0.430687368,13.28547001,0.430687368,0.430687368,26.7
0.432361335,13.31020451,0.432361335,0.432361335,26.8
0.434019923,13.36729336,0.434019923,0.434019923,26.9
0.435686082,13.4192276,0.435686082,0.435686082,27
0.437350124,13.45264435,0.437350124,0.437350124,27.1
0.439022541,13.50937271,0.439022541,0.439022541,27.2
0.440684557,13.57564259,0.440684557,0.440684557,27.3
0.442349344,13.6212244,0.442349344,0.442349344,27.4
0.444015771,13.67845249,0.444015771,0.444015771,27.5
0.445695132,13.73633957,0.445695132,0.445695132,27.6
0.447359383,13.78845787,0.447359383,0.447359383,27.7
0.449020684,13.85652065,0.449020684,0.449020684,27.8
0.450693369,13.87231445,0.450693369,0.450693369,27.9
0.45235911,13.91166496,0.45235911,0.45235911,28
0.454025298,13.97344685,0.454025298,0.454025298,28.1
0.455679566,14.02266026,0.455679566,0.455679566,28.2
0.457347214,14.07605457,0.457347214,0.457347214,28.3
0.459010273,14.11794567,0.459010273,0.459010273,28.4
0.460684717,14.17029572,0.460684717,0.460684717,28.5
0.462347329,14.2289896,0.462347329,0.462347329,28.6
0.464010596,14.26441002,0.464010596,0.464010596,28.7
0.465668321,14.32794285,0.465668321,0.465668321,28.8
0.467335284,14.38477802,0.467335284,0.467335284,28.9
0.469010651,14.43275928,0.469010651,0.469010651,29
0.470672995,14.48541546,0.470672995,0.470672995,29.1
0.472343117,14.55083656,0.472343117,0.472343117,29.2
0.474021405,14.58589649,0.474021405,0.474021405,29.3
0.475680649,14.6468668,0.475680649,0.475680649,29.4
0.477350414,14.68317986,0.477350414,0.477350414,29.5
0.47903052,14.73442364,0.47903052,0.47903052,29.6
0.480690062,14.79793262,0.480690062,0.480690062,29.7
0.4823533,14.85636234,0.4823533,0.4823533,29.8
0.484025091,14.88814926,0.484025091,0.484025091,29.9
0.485693008,14.95105839,0.485693008,0.485693008,30
0.487353444,14.9984684,0.487353444,0.487353444,30.1
0.489030004,15.04177284,0.489030004,0.489030004,30.2
0.490698844,15.10256004,0.490698844,0.490698844,30.3
0.492360532,15.14983273,0.492360532,0.492360532,30.4
0.494036078,15.20889568,0.494036078,0.494036078,30.5
0.495690554,15.25760841,0.495690554,0.495690554,30.6
0.49736616,15.29177761,0.49736616,0.49736616,30.7
0.499030799,15.35134029,0.499030799,0.499030799,30.8
0.500691772,15.40675831,0.500691772,0.500691772,30.9
0.502374589,15.45942688,0.502374589,0.502374589,31
0.504023254,15.52399063,0.504023254,0.504023254,31.1
0.505690277,15.57839584,0.505690277,0.505690277,31.2
0.50735867,15.63819313,0.50735867,0.50735867,31.3
0.50902456,15.67625141,0.50902456,0.50902456,31.4
0.510691226,15.71640587,0.510691226,0.510691226,31.5
0.512349546,15.78642559,0.512349546,0.512349546,31.6
0.514011562,15.8278389,0.514011562,0.514011562,31.7
0.515679836,15.88068295,0.515679836,0.515679836,31.8
0.517352819,15.94394588,0.517352819,0.517352819,31.9
0.519019067,15.98050308,0.519019067,0.519019067,32
0.520689785,16.03569031,0.520689785,0.520689785,32.1
0.522347629,16.08804893,0.522347629,0.522347629,32.2
0.524010062,16.13779259,0.524010062,0.524010062,32.3
0.525676012,16.18759155,0.525676012,0.525676012,32.4
0.527348518,16.2217865,0.527348518,0.527348518,32.5
0.529000878,16.26721573,0.529000878,0.529000878,32.6
0.530677617,16.32359505,0.530677617,0.530677617,32.7
0.532342851,16.37303925,0.532342851,0.532342851,32.8
0.534017205,16.41142654,0.534017205,0.534017205,32.9
0.535692215,16.47655869,0.535692215,0.535692215,33
0.537342966,16.53807068,0.537342966,0.537342966,33.1
0.539013863,16.59993553,0.539013863,0.539013863,33.2
0.540686548,16.64712715,0.540686548,0.540686548,33.3
0.542354405,16.69847679,0.542354405,0.542354405,33.4
0.544026434,16.74351501,0.544026434,0.544026434,33.5
0.545685947,16.79804802,0.545685947,0.545685947,33.6
0.547352791,16.8583374,0.547352791,0.547352791,33.7
0.54901433,16.90612221,0.54901433,0.54901433,33.8
0.550686181,16.96530724,0.550686181,0.550686181,33.9
0.552359223,16.9937458,0.552359223,0.552359223,34
0.554033756,17.05031204,0.554033756,0.554033756,34.1
0.555691004,17.11380577,0.555691004,0.555691004,34.2
0.557359874,17.15983391,0.557359874,0.557359874,34.3
0.559022605,17.22531509,0.559022605,0.559022605,34.4
0.560690463,17.27099037,0.560690463,0.560690463,34.5
0.562363088,17.32381058,0.562363088,0.562363088,34.6
0.564025521,17.38264084,0.564025521,0.564025521,34.7
0.565694988,17.43268585,0.565694988,0.565694988,34.8
0.567366958,17.47507095,0.567366958,0.567366958,34.9
0.569021881,17.52598,0.569021881,0.569021881,35
0.570697367,17.58333778,0.570697367,0.570697367,35.1
0.572348654,17.64114189,0.572348654,0.572348654,35.2
0.57402724,17.68203354,0.57402724,0.57402724,35.3
0.57569623,17.7221489,0.57569623,0.57569623,35.4
0.577357471,17.78458405,0.577357471,0.577357471,35.5
0.579028845,17.84000015,0.579028845,0.579028845,35.6
0.580681443,17.87184143,0.580681443,0.580681443,35.7
0.582359135,17.94812965,0.582359135,0.582359135,35.8
0.584023833,17.98059845,0.584023833,0.584023833,35.9
0.585679948,18.04016495,0.585679948,0.585679948,36
0.587351799,18.08771515,0.587351799,0.587351799,36.1
0.58900696,18.12691689,0.58900696,0.58900696,36.2
0.590679526,18.19010353,0.590679526,0.590679526,36.3
0.592336178,18.24720573,0.592336178,0.592336178,36.4
0.594011784,18.29137993,0.594011784,0.594011784,36.5
0.595681906,18.35963249,0.595681906,0.595681906,36.6
0.597349524,18.41376686,0.597349524,0.597349524,36.7
0.599012136,18.47685432,0.599012136,0.599012136,36.8
0.600686193,18.51821327,0.600686193,0.600686193,36.9
0.602356791,18.55395699,0.602356791,0.602356791,37
0.604025304,18.6112175,0.604025304,0.604025304,37.1
0.605682492,18.65523338,0.605682492,0.605682492,37.2
0.607350409,18.70706558,0.607350409,0.607350409,37.3
0.609013259,18.75426102,0.609013259,0.609013259,37.4
0.610676289,18.79198456,0.610676289,0.610676289,37.5
0.612344086,18.83890152,0.612344086,0.612344086,37.6
0.614008784,18.90528488,0.614008784,0.614008784,37.7
0.615678489,18.96963501,0.615678489,0.615678489,37.8
0.617353678,19.00105095,0.617353678,0.617353678,37.9
0.619017363,19.07346153,0.619017363,0.619017363,38
0.62067914,19.13632584,0.62067914,0.62067914,38.1
0.622349024,19.17554855,0.622349024,0.622349024,38.2
0.624031663,19.22953987,0.624031663,0.624031663,38.3
0.625685096,19.2684536,0.625685096,0.625685096,38.4
0.627362847,19.33914948,0.627362847,0.627362847,38.5
0.629032016,19.38786507,0.629032016,0.629032016,38.6
0.630690455,19.44550133,0.630690455,0.630690455,38.7
0.632352591,19.48555756,0.632352591,0.632352591,38.8
0.634028554,19.54206467,0.634028554,0.634028554,38.9
0.635694921,19.58626938,0.635694921,0.635694921,39
0.637360275,19.63737679,0.637360275,0.637360275,39.1
0.639026701,19.69112587,0.639026701,0.639026701,39.2
0.640685916,19.73286629,0.640685916,0.640685916,39.3
0.642367959,19.7696991,0.642367959,0.642367959,39.4
0.644021392,19.82915878,0.644021392,0.644021392,39.5
0.645691335,19.87550163,0.645691335,0.645691335,39.6
0.647354424,19.93824577,0.647354424,0.647354424,39.7
0.649015963,19.99276924,0.649015963,0.649015963,39.8
0.650690019,20.04478836,0.650690019,0.650690019,39.9
0.65235424,20.10228157,0.65235424,0.65235424,40
0.654025316,20.15423775,0.654025316,0.654025316,40.1
0.655679286,20.20490074,0.655679286,0.655679286,40.2
0.657351077,20.25001526,0.657351077,0.657351077,40.3
0.659023523,20.29879761,0.659023523,0.659023523,40.4
0.660676003,20.35985374,0.660676003,0.660676003,40.5
0.662349522,20.41697311,0.662349522,0.662349522,40.6
0.664018214,20.44423485,0.664018214,0.664018214,40.7
0.665692329,20.48686028,0.665692329,0.665692329,40.8
0.667359233,20.5691185,0.667359233,0.667359233,40.9
0.66901809,20.59615517,0.66901809,0.66901809,41
0.670694172,20.65723801,0.670694172,0.670694172,41.1
0.672359049,20.70494652,0.672359049,0.672359049,41.2
0.674019933,20.75590897,0.674019933,0.674019933,41.3
0.675693035,20.80599785,0.675693035,0.675693035,41.4
0.67735678,20.8515358,0.67735678,0.67735678,41.5
0.679018378,20.89784431,0.679018378,0.679018378,41.6
0.680682778,20.96953773,0.680682778,0.680682778,41.7
0.682350695,21.00495338,0.682350695,0.682350695,41.8
0.684017837,21.06145668,0.684017837,0.684017837,41.9
0.685688734,21.09662247,0.685688734,0.685688734,42
0.687345028,21.15545845,0.687345028,0.687345028,42.1
0.689023435,21.21170616,0.689023435,0.689023435,42.2
0.690677345,21.26229858,0.690677345,0.690677345,42.3
0.692339242,21.30245781,0.692339242,0.692339242,42.4
0.694010139,21.35994911,0.694010139,0.694010139,42.5
0.695681632,21.41865349,0.695681632,0.695681632,42.6
0.697348416,21.47423363,0.697348416,0.697348416,42.7
0.699030757,21.51881218,0.699030757,0.699030757,42.8
0.700702429,21.56864166,0.700702429,0.700702429,42.9
0.702355504,21.62677002,0.702355504,0.702355504,43
0.704016328,21.66306877,0.704016328,0.704016328,43.1
0.705690384,21.73594666,0.705690384,0.705690384,43.2
0.707356274,21.77697563,0.707356274,0.707356274,43.3
0.709024072,21.82743454,0.709024072,0.709024072,43.4
0.710683942,21.87797737,0.710683942,0.710683942,43.5
0.71235764,21.93370438,0.71235764,0.71235764,43.6
0.714024365,21.98682594,0.714024365,0.714024365,43.7
0.715685189,22.00441742,0.715685189,0.715685189,43.8
0.717359841,22.06994247,0.717359841,0.717359841,43.9
0.719034076,22.10387611,0.719034076,0.719034076,44
0.720681429,22.16208458,0.720681429,0.720681429,44.1
0.722360075,22.21051407,0.722360075,0.722360075,44.2
0.724025786,22.27669334,0.724025786,0.724025786,44.3
0.725692153,22.31400871,0.725692153,0.725692153,44.4
0.72736752,22.36379623,0.72736752,0.72736752,44.5
0.729024887,22.42555618,0.729024887,0.729024887,44.6
0.730689287,22.47092247,0.730689287,0.730689287,44.7
0.732357085,22.52724266,0.732357085,0.732357085,44.8
0.734017909,22.57369614,0.734017909,0.734017909,44.9
0.735686183,22.62407112,0.735686183,0.735686183,45
0.737353384,22.68496323,0.737353384,0.737353384,45.1
0.739028692,22.70463181,0.739028692,0.739028692,45.2
0.74068886,22.7612381,0.74068886,0.74068886,45.3
0.742351651,22.81702805,0.742351651,0.742351651,45.4
0.744020998,22.86759949,0.744020998,0.744020998,45.5
0.745682657,22.92242432,0.745682657,0.745682657,45.6
0.747349977,22.95266914,0.747349977,0.747349977,45.7
0.749013126,23.01024246,0.749013126,0.749013126,45.8
0.750671506,23.06848717,0.750671506,0.750671506,45.9
0.752344072,23.11889267,0.752344072,0.752344072,46
0.754011631,23.15981293,0.754011631,0.754011631,46.1
0.755672038,23.21840477,0.755672038,0.755672038,46.2
0.757348597,23.2661171,0.757348597,0.757348597,46.3
0.759025097,23.3082943,0.759025097,0.759025097,46.4
0.760677814,23.36562347,0.760677814,0.760677814,46.5
0.76234597,23.4332943,0.76234597,0.76234597,46.6
0.764005959,23.46547127,0.764005959,0.764005959,46.7
0.765679479,23.52885246,0.765679479,0.765679479,46.8
0.767342508,23.5860157,0.767342508,0.767342508,46.9
0.769013524,23.61957169,0.769013524,0.769013524,47
0.770679176,23.66994667,0.770679176,0.770679176,47.1
0.772350967,23.7221508,0.772350967,0.772350967,47.2
0.774008691,23.75875854,0.774008691,0.774008691,47.3
0.775687575,23.80132866,0.775687575,0.775687575,47.4
0.777348101,23.87376595,0.777348101,0.777348101,47.5
0.779020429,23.90425682,0.779020429,0.779020429,47.6
0.780685246,23.9647007,0.780685246,0.780685246,47.7
0.782368779,23.99796486,0.782368779,0.782368779,47.8
0.784040749,24.05605888,0.784040749,0.784040749,47.9
0.785712183,24.11431313,0.785712183,0.785712183,48
0.787363529,24.16692543,0.787363529,0.787363529,48.1
0.789037526,24.20321655,0.789037526,0.789037526,48.2
0.790700674,24.26938248,0.790700674,0.790700674,48.3
0.792358577,24.30698204,0.792358577,0.792358577,48.4
0.794037163,24.33962059,0.794037163,0.794037163,48.5
0.795696139,24.39853859,0.795696139,0.795696139,48.6
0.797365189,24.42560196,0.797365189,0.797365189,48.7
0.799024343,24.48962402,0.799024343,0.799024343,48.8
0.800700963,24.5267868,0.800700963,0.800700963,48.9
0.802354455,24.5928669,0.802354455,0.802354455,49
0.804031432,24.63464546,0.804031432,0.804031432,49.1
0.805680454,24.68367958,0.805680454,0.805680454,49.2
0.807354808,24.73613739,0.807354808,0.807354808,49.3
0.809018254,24.77881622,0.809018254,0.809018254,49.4
0.810681999,24.83675194,0.810681999,0.810681999,49.5
0.812353253,24.87087631,0.812353253,0.812353253,49.6
0.814011455,24.93748665,0.814011455,0.814011455,49.7
0.815689385,24.97413063,0.815689385,0.815689385,49.8
