nbm1,nbm1,nbm1,nbm1,nbm1
Deformation,Standard force,Standard travel,Crosshead travel,Test time
mm,N,mm,mm,s
0.779053688,14.99330235,0.779053688,0.779053688,47.6
0.780720472,15.04334354,0.780720472,0.780720472,47.7
0.782397568,15.06502342,0.782397568,0.782397568,47.8
0.784054697,15.09312344,0.784054697,0.784054697,47.9
0.785722017,15.12594128,0.785722017,0.785722017,48
0.787389576,15.1740675,0.787389576,0.787389576,48.1
0.789062798,15.19559097,0.789062798,0.789062798,48.2
0.79072988,15.21925163,0.79072988,0.79072988,48.3
0.792399406,15.24271393,0.792399406,0.792399406,48.4
0.794059813,15.28311825,0.794059813,0.794059813,48.5
0.795733929,15.30684566,0.795733929,0.795733929,48.6
0.797397196,15.33994007,0.797397196,0.797397196,48.7
0.799067199,15.37087059,0.799067199,0.799067199,48.8
0.800719976,15.41487312,0.800719976,0.800719976,48.9
0.802394688,15.42785549,0.802394688,0.802394688,49
